desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
	356	30000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1				168				
	356	30000	Qu©n C«ng §¹i	3	2	1	9998	1				168				
	356	20000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1				168	1			
	356	1000	H¾c B¹ch Kú	3	2	1	31168	1					1			
	356	30000	M¶nh Giµy Kim Xµ Lv6	3	2	1	31383	1					1			
	356	30000	M¶nh Huy Ch­¬ng Kim Xµ Lv6	3	2	1	31384	1					1			
	356	30000	M¶nh Phi Phong Kim Xµ Lv6	3	2	1	31385	1					1			
	356	168980	B¹ch Lang	3	0	105	206	1			3	24				
	356	10	B¹ch Lang	3	0	105	206	1			3		1			
	356	10	Th«n NguyÖt LÖnh	3	2	1	31256	1					1			
xiaofudai	357		Thiªn Kiªu LÖnh	3	2	97	236	1								
	357		Th­ëng Tói Phóc Nhá-NgÉu Nhiªn	1				355								
dafudai	358		Thiªn Kiªu LÖnh	3	2	97	236	10								
	358		Th­ëng Tói Phóc Lín-NgÉu Nhiªn	1				356								
6ji_huoban_book	359	50000	Ch©n KhÝ Hé ThÓ Lv6	3	2	150	87	1			4					
	359	60000	?ch Thä Diªn D­¬ng Lv6	3	2	150	88	1			4					
	359	60000	C­êng Th©n B¸ ThÓ Lv6	3	2	150	89	1			4					
	359	60000	¢m Phong Thùc Cèt Lv6	3	2	150	90	1			4					
	359	60000	HuyÒn Vò V« Song Lv6	3	2	150	91	1			4					
	359	60000	Ngò Hµnh V« T­íng Lv6	3	2	150	92	1			4					
	359	60000	Kim Linh Phô ThÓ Lv6	3	2	150	93	1			4					
	359	60000	Méc Linh Phô ThÓ Lv6	3	2	150	94	1			4					
	359	60000	Thñy Linh Phô ThÓ Lv6	3	2	150	95	1			4					
	359	50000	Háa Linh Phô ThÓ Lv6	3	2	150	96	1			4					
	359	50000	Thæ Linh Phô ThÓ Lv6	3	2	150	97	1			4					
	359	50000	Ph¸ Kh«ng Tr¶m ?nh Lv6	3	2	150	98	1			4					
	359	50000	S¸t Th­¬ng Gia T¨ng Lv6	3	2	150	99	1			4					
	359	50000	Khinh Linh TÊn TËt Lv6	3	2	150	100	1			4					
	359	50000	V« H×nh Chi Cæ Lv6	3	2	150	101	1			4					
	359	50000	Linh Quang ThiÓm Lv2	3	2	150	102	1			4					
	359	50000	Ng­ng ThÇn QuyÕt Lv2	3	2	150	103	1			4					
	359	50000	Kinh §µo QuyÕt Lv2	3	2	150	104	1			4					
	359	10000	C¬n GiËn Nguyªn Thñy Lv2	3	2	150	105	1			4		1			
	359	10000	ThiÕt Bè Sam Lv2	3	2	150	106	1			4		1			
KFboss_libao1	360		Kinh nghiÖm	4				100000000								
KFboss_libao2	361	267900	Kinh nghiÖm	4				100000000								
	361	150000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1								
	361	200000	Qu©n C«ng §¹i	3	2	1	9998	1								
	361	150000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1								
	361	100000	Thiªn Th¹ch Tinh Th¹ch	3	2	1	1009	1								
	361	100000	Tµng R­¬ng	3	2	1	30341	1								
	361	5000	ThÇn Tµi B¶o R­¬ng	3	2	1	30344	1					1			
	361	5000	Thiªn Cang LÖnh	3	2	95	204	1					1			
	361	5000	Thiªn M«n Kim LÖnh	3	2	1	30370	1					1			
	361	15000	Th«n NguyÖt LÖnh	3	2	1	31256	1					1			
	361	100	Tói Trang BÞ Dµnh Riªng	3	2	1	31400	1					1			
	361	1000	ChiÕn Nghª	3	0	105	202	1					1			
	361	1000	B¹ch Tª	3	0	105	207	1					1			
KFboss_libaojihe	362		®iÓm kinh nghiÖm	1				360								
	362		Th­ëng §¹o Cô	1				361								
suolingshixiang	366	167000	§æi Linh Th¹ch-Cao 1	3	2	1	31249	1			4					
	366	167000	§æi Linh Th¹ch-Cao 2	3	2	1	31250	1			4					
	366	167000	§æi Linh Th¹ch-Cao 3	3	2	1	31251	1			4					
	366	167000	§æi Linh Th¹ch-Cao 4	3	2	1	31252	1			4					
	366	166000	§æi Linh Th¹ch-Cao 5	3	2	1	31253	1			4					
	366	166000	§æi Linh Th¹ch-Cao 6	3	2	1	31254	1			4					
yizhu5_7	367	700000	Th­¬ng H¶i Ch©u Lv5 (Ch­a gi¸m ®Þnh)	3	2	102	212	1			4					
	367	280000	Th­¬ng H¶i Ch©u Lv6 (Ch­a gi¸m ®Þnh)	3	2	102	213	1			4					
	367	20000	Th­¬ng H¶i Ch©u Lv7 (Ch­a gi¸m ®Þnh)	3	2	102	214	1			4					
fenghua1	368	3056	Nh­ ý (Lam)	3	0	119	1	1				168				
	368	3056	Nh­ ý (Lam)	3	0	119	2	1				168				
	368	3056	Nh­ ý (Lam)	3	0	119	3	1				168				
	368	3056	Nh­ ý (Lam)	3	0	119	4	1				168				
	368	3056	L­u Quang (Kim)	3	0	119	5	1				168				
	368	3056	L­u Quang (Kim)	3	0	119	6	1				168				
	368	3056	L­u Quang (Kim)	3	0	119	7	1				168				
	368	3056	L­u Quang (Kim)	3	0	119	8	1				168				
	368	3056	Nh­ ý(®á)	3	0	119	9	1				168				
	368	3056	Nh­ ý(®á)	3	0	119	10	1				168				
	368	3056	Nh­ ý(®á)	3	0	119	11	1				168				
	368	3056	Nh­ ý(®á)	3	0	119	12	1				168				
	368	3056	L­u Quang (§á)	3	0	119	13	1				168				
	368	3056	L­u Quang (§á)	3	0	119	14	1				168				
	368	3056	L­u Quang (§á)	3	0	119	15	1				168				
	368	3056	L­u Quang (§á)	3	0	119	16	1				168				
	368	3056	Nh­ ý (Kim)	3	0	119	17	1				168				
	368	3056	Nh­ ý (Kim)	3	0	119	18	1				168				
	368	3056	Nh­ ý (Kim)	3	0	119	19	1				168				
	368	3056	Nh­ ý (Kim)	3	0	119	20	1				168				
	368	3056	L­u Quang (Lam)	3	0	119	21	1				168				
	368	3056	L­u Quang (Lam)	3	0	119	22	1				168				
	368	3056	L­u Quang (Lam)	3	0	119	23	1				168				
	368	3056	L­u Quang (Lam)	3	0	119	24	1				168				
	368	3056	Siªu Phong (Lam)	3	0	121	1	1				168				
	368	3056	Siªu Phong (Lam)	3	0	121	2	1				168				
	368	3056	Siªu Phong (Lam)	3	0	121	3	1				168				
	368	3056	Siªu Phong (Lam)	3	0	121	4	1				168				
	368	3056	Tinh Th¸i (Kim)	3	0	121	5	1				168				
	368	3056	Tinh Th¸i (Kim)	3	0	121	6	1				168				
	368	3056	Tinh Th¸i (Kim)	3	0	121	7	1				168				
	368	3056	Tinh Th¸i (Kim)	3	0	121	8	1				168				
	368	3056	Siªu Phong(®á)	3	0	121	9	1				168				
	368	3056	Siªu Phong(®á)	3	0	121	10	1				168				
	368	3056	Siªu Phong(®á)	3	0	121	11	1				168				
	368	3056	Siªu Phong(®á)	3	0	121	12	1				168				
	368	3056	Tinh Th¸i (§á)	3	0	121	13	1				168				
	368	3056	Tinh Th¸i (§á)	3	0	121	14	1				168				
	368	3056	Tinh Th¸i (§á)	3	0	121	15	1				168				
	368	3056	Tinh Th¸i (§á)	3	0	121	16	1				168				
	368	3056	Siªu Phong (Kim)	3	0	121	17	1				168				
	368	3056	Siªu Phong (Kim)	3	0	121	18	1				168				
	368	3056	Siªu Phong (Kim)	3	0	121	19	1				168				
	368	3056	Siªu Phong (Kim)	3	0	121	20	1				168				
	368	3056	Tinh Th¸i (Lam)	3	0	121	21	1				168				
	368	3056	Tinh Th¸i (Lam)	3	0	121	22	1				168				
	368	3056	Tinh Th¸i (Lam)	3	0	121	23	1				168				
	368	3056	Tinh Th¸i (Lam)	3	0	121	24	1				168				
	368	3056	Oanh TrÇn Vò (Lam)	3	0	120	1	1				168				
	368	3056	Oanh TrÇn Vò (Lam)	3	0	120	2	1				168				
	368	3056	Oanh TrÇn Vò (Lam)	3	0	120	3	1				168				
	368	3056	Oanh TrÇn Vò (Lam)	3	0	120	4	1				168				
	368	3056	Chø Phông T­êng Loan (Kim)	3	0	120	5	1				168				
	368	3056	Chø Phông T­êng Loan (Kim)	3	0	120	6	1				168				
	368	3056	Chø Phông T­êng Loan (Kim)	3	0	120	7	1				168				
	368	3056	Chø Phông T­êng Loan (Kim)	3	0	120	8	1				168				
	368	3056	Oanh TrÇn Vò(®á)	3	0	120	9	1				168				
	368	3056	Oanh TrÇn Vò(®á)	3	0	120	10	1				168				
	368	3056	Oanh TrÇn Vò(®á)	3	0	120	11	1				168				
	368	3056	Oanh TrÇn Vò(®á)	3	0	120	12	1				168				
	368	3056	Trî Phông T­êng Loan (§á)	3	0	120	13	1				168				
	368	3056	Trî Phông T­êng Loan (§á)	3	0	120	14	1				168				
	368	3056	Trî Phông T­êng Loan (§á)	3	0	120	15	1				168				
	368	3056	Trî Phông T­êng Loan (§á)	3	0	120	16	1				168				
	368	3056	Oanh TrÇn Vò (Kim)	3	0	120	17	1				168				
	368	3056	Oanh TrÇn Vò (Kim)	3	0	120	18	1				168				
	368	3056	Oanh TrÇn Vò (Kim)	3	0	120	19	1				168				
	368	3056	Oanh TrÇn Vò (Kim)	3	0	120	20	1				168				
	368	3056	Trî Ph­îng T­êng Loan (Lam)	3	0	120	21	1				168				
	368	3056	Trî Ph­îng T­êng Loan (Lam)	3	0	120	22	1				168				
	368	3056	Trî Ph­îng T­êng Loan (Lam)	3	0	120	23	1				168				
	368	3056	Trî Ph­îng T­êng Loan (Lam)	3	0	120	24	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (§á)	3	0	120	25	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (§á)	3	0	120	26	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (§á)	3	0	120	27	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (§á)	3	0	120	28	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (Lam)	3	0	120	29	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (Lam)	3	0	120	30	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (Lam)	3	0	120	31	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (Lam)	3	0	120	32	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (TÝm)	3	0	120	33	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (TÝm)	3	0	120	34	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (TÝm)	3	0	120	35	1				168				
	368	3056	Chu«ng Gi¸ng Sinh (TÝm)	3	0	120	36	1				168				
	368	2556	Tói Gi¸ng Sinh §ùng §Çy	3	0	120	37	1				168				
	368	2556	Tói Gi¸ng Sinh §Çy §ñ	3	0	120	38	1				168				
	368	2556	Tói Gi¸ng Sinh Ch­a §Çy	3	0	120	39	1				168				
	368	2556	Tói Gi¸ng Sinh Trèng	3	0	120	40	1				168				
	368	2556	Tói Gi¸ng Sinh H¹nh Phóc	3	0	120	41	1				168				
	368	3056	Hoa Hång §á-Vai	3	0	119	72	1				168				
	368	3056	Hoa Hång §á-Vai	3	0	119	73	1				168				
	368	3056	Hoa Hång §á-Vai	3	0	119	74	1				168				
	368	3056	Hoa Hång §á-Vai	3	0	119	75	1				168				
	368	3056	Hoa Hång PhÊn-Vai	3	0	119	76	1				168				
	368	3056	Hoa Hång PhÊn-Vai	3	0	119	77	1				168				
	368	3056	Hoa Hång PhÊn-Vai	3	0	119	78	1				168				
	368	3056	Hoa Hång PhÊn-Vai	3	0	119	79	1				168				
	368	3056	Hoa Hång Xanh-Vai	3	0	119	80	1				168				
	368	3056	Hoa Hång Xanh-Vai	3	0	119	81	1				168				
	368	3056	Hoa Hång Xanh-Vai	3	0	119	82	1				168				
	368	3056	Hoa Hång Xanh-Vai	3	0	119	83	1				168				
	368	3056	Hoa Hång §á-Trôy	3	0	120	72	1				168				
	368	3056	Hoa Hång §á-Trôy	3	0	120	73	1				168				
	368	3056	Hoa Hång §á-Trôy	3	0	120	74	1				168				
	368	3056	Hoa Hång §á-Trôy	3	0	120	75	1				168				
	368	3056	Hoa Hång PhÊn-Trôy	3	0	120	76	1				168				
	368	3056	Hoa Hång PhÊn-Trôy	3	0	120	77	1				168				
	368	3056	Hoa Hång PhÊn-Trôy	3	0	120	78	1				168				
	368	3056	Hoa Hång PhÊn-Trôy	3	0	120	79	1				168				
	368	3056	Hoa Hång Xanh-Trôy	3	0	120	80	1				168				
	368	3056	Hoa Hång Xanh-Trôy	3	0	120	81	1				168				
	368	3056	Hoa Hång Xanh-Trôy	3	0	120	82	1				168				
	368	3056	Hoa Hång Xanh-Trôy	3	0	120	83	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Vai	3	0	119	84	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Vai	3	0	119	85	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Vai	3	0	119	86	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Vai	3	0	119	87	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Vai	3	0	119	88	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Vai	3	0	119	89	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Vai	3	0	119	90	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Vai	3	0	119	91	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Vai	3	0	119	92	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Vai	3	0	119	93	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Vai	3	0	119	94	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Vai	3	0	119	95	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Trôy	3	0	120	84	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Trôy	3	0	120	85	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Trôy	3	0	120	86	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Trôy	3	0	120	87	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Trôy	3	0	120	88	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Trôy	3	0	120	89	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Trôy	3	0	120	90	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Trôy	3	0	120	91	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Trôy	3	0	120	92	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Trôy	3	0	120	93	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Trôy	3	0	120	94	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Trôy	3	0	120	95	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Ch©n	3	0	121	72	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Ch©n	3	0	121	73	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Ch©n	3	0	121	74	1				168				
	368	2556	Hoa Hång §á Tinh X¶o-Ch©n	3	0	121	75	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Ch©n	3	0	121	76	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Ch©n	3	0	121	77	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Ch©n	3	0	121	78	1				168				
	368	2556	Hoa Hång PhÊn Tinh X¶o-Ch©n	3	0	121	79	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Ch©n	3	0	121	80	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Ch©n	3	0	121	81	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Ch©n	3	0	121	82	1				168				
	368	2556	Hoa Hång Xanh Tinh X¶o-Ch©n	3	0	121	83	1				168				
	368	3056	Chong Chãng Tuæi Th¬	3	0	120	96	1				168				
	368	3056	Chong Chãng Tuæi Th¬	3	0	120	97	1				168				
	368	3056	Chong Chãng Tuæi Th¬	3	0	120	98	1				168				
	368	3056	Chong Chãng Tuæi Th¬	3	0	120	99	1				168				
	368	3056	DiÒu GiÊy B­ím Lam	3	0	120	100	1				168				
	368	3056	DiÒu GiÊy B­ím Lam	3	0	120	101	1				168				
	368	3056	DiÒu GiÊy B­ím Lam	3	0	120	102	1				168				
	368	3056	DiÒu GiÊy B­ím Lam	3	0	120	103	1				168				
	368	3056	Hå L« KhØ MËp-Nhá	3	0	120	104	1				168				
	368	3056	Hå L« KhØ MËp-Nhá	3	0	120	105	1				168				
	368	3056	Hå L« KhØ MËp-Nhá	3	0	120	106	1				168				
	368	3056	Hå L« KhØ MËp-Nhá	3	0	120	107	1				168				
	368	3056	Hå L« KhØ MËp-Lín	3	0	120	108	1				168				
	368	3056	Hå L« KhØ MËp-Lín	3	0	120	109	1				168				
	368	3056	Hå L« KhØ MËp-Lín	3	0	120	110	1				168				
	368	3056	Hå L« KhØ MËp-Lín	3	0	120	111	1				168				
	368	2414	Ma ThÇn §Çu Chung-Nhá	3	0	120	112	1				168				
	368	2414	Ma ThÇn §Çu Chung-Nhá	3	0	120	113	1				168				
	368	2414	Ma ThÇn §Çu Chung-Nhá	3	0	120	114	1				168				
	368	2414	Ma ThÇn §Çu Chung-Nhá	3	0	120	115	1				168				
	368	2414	Ma ThÇn §Çu Chung-Lín	3	0	120	116	1				168				
	368	2414	Ma ThÇn §Çu Chung-Lín	3	0	120	117	1				168				
	368	2414	Ma ThÇn §Çu Chung-Lín	3	0	120	118	1				168				
	368	2414	Ma ThÇn §Çu Chung-Lín	3	0	120	119	1				168				
	368	2556	Con C¸-Eo (§á)	3	0	120	126	1				168				
	368	2556	Con C¸-Eo (§á)	3	0	120	127	1				168				
	368	2556	Con C¸-Eo (§á)	3	0	120	128	1				168				
	368	2556	Con C¸-Eo (§á)	3	0	120	129	1				168				
	368	2556	Con C¸-L­ng (§á)	3	0	120	130	1				168				
	368	2556	Con C¸-L­ng (§á)	3	0	120	131	1				168				
	368	2556	Con C¸-L­ng (§á)	3	0	120	132	1				168				
	368	2556	Con C¸-L­ng (§á)	3	0	120	133	1				168				
	368	2556	Nh¸nh §µo T­¬i	3	0	120	134	1				168				
	368	2556	Nh¸nh §µo T­¬i	3	0	120	135	1				168				
	368	2556	Nh¸nh §µo T­¬i	3	0	120	136	1				168				
	368	2556	Nh¸nh §µo T­¬i	3	0	120	137	1				168				
	368	2556	HuyÕt NhiÔm S¬n Hµ	3	0	120	138	1				168				
	368	2556	HuyÕt NhiÔm S¬n Hµ	3	0	120	139	1				168				
	368	2556	HuyÕt NhiÔm S¬n Hµ	3	0	120	140	1				168				
	368	2556	HuyÕt NhiÔm S¬n Hµ	3	0	120	141	1				168				
	368	2556	X¹ Thiªn Lang	3	0	120	142	1				168				
	368	2556	X¹ Thiªn Lang	3	0	120	143	1				168				
	368	2556	X¹ Thiªn Lang	3	0	120	144	1				168				
	368	2556	X¹ Thiªn Lang	3	0	120	145	1				168				
	368	2556	ChiÕn Phong Yªn	3	0	120	146	1				168				
	368	2556	ChiÕn Phong Yªn	3	0	120	147	1				168				
	368	2556	ChiÕn Phong Yªn	3	0	120	148	1				168				
	368	2556	ChiÕn Phong Yªn	3	0	120	149	1				168				
	368	2556	H¶i NguyÖt Thanh Huy	3	0	120	150	1				168				
	368	2556	H¶i NguyÖt Thanh Huy	3	0	120	151	1				168				
	368	2556	H¶i NguyÖt Thanh Huy	3	0	120	152	1				168				
	368	2556	H¶i NguyÖt Thanh Huy	3	0	120	153	1				168				
	368	2556	Ch©u L¹c Ngäc Bµn	3	0	120	154	1				168				
	368	2556	Ch©u L¹c Ngäc Bµn	3	0	120	155	1				168				
	368	2556	Ch©u L¹c Ngäc Bµn	3	0	120	156	1				168				
	368	2556	Ch©u L¹c Ngäc Bµn	3	0	120	157	1				168				
	368	2556	§ång KiÕm Thu Thñy	3	0	120	158	1				168				
	368	2556	§ång KiÕm Thu Thñy	3	0	120	159	1				168				
	368	2556	§ång KiÕm Thu Thñy	3	0	120	160	1				168				
	368	2556	§ång KiÕm Thu Thñy	3	0	120	161	1				168				
	368	2556	Phï Sinh Cöu Th¸n	3	0	120	162	1				168				
	368	2556	Phï Sinh Cöu Th¸n	3	0	120	163	1				168				
	368	2556	Phï Sinh Cöu Th¸n	3	0	120	164	1				168				
	368	2556	Phï Sinh Cöu Th¸n	3	0	120	165	1				168				
	368	2556	Hµn Phong TuyÕt	3	0	120	166	1				168				
	368	2556	Hµn Phong TuyÕt	3	0	120	167	1				168				
	368	2556	Hµn Phong TuyÕt	3	0	120	168	1				168				
	368	2556	Hµn Phong TuyÕt	3	0	120	169	1				168				
	368	2556	Bóp Bª H¹nh Phóc (§á)	3	0	120	170	1				168				
	368	2556	Bóp Bª H¹nh Phóc (§á)	3	0	120	171	1				168				
	368	2556	Bóp Bª H¹nh Phóc (§á)	3	0	120	172	1				168				
	368	2556	Bóp Bª H¹nh Phóc (§á)	3	0	120	173	1				168				
	368	2556	Bóp Bª H¹nh Phóc (Lam)	3	0	120	174	1				168				
	368	2556	Bóp Bª H¹nh Phóc (Lam)	3	0	120	175	1				168				
	368	2556	Bóp Bª H¹nh Phóc (Lam)	3	0	120	176	1				168				
	368	2556	Bóp Bª H¹nh Phóc (Lam)	3	0	120	177	1				168				
	368	2556	Tú Bµ	3	0	120	178	1				168				
	368	2556	Tú Bµ	3	0	120	179	1				168				
	368	2556	Tú Bµ	3	0	120	180	1				168				
	368	2556	Tú Bµ	3	0	120	181	1				168				
	368	2506	Tr¸p TÇm B¶o	3	0	120	195	1				168				
	368	2506	Tr¸p TÇm B¶o	3	0	120	196	1				168				
	368	2506	Tr¸p TÇm B¶o	3	0	120	197	1				168				
	368	2506	Tr¸p TÇm B¶o	3	0	120	198	1				168				
	368	2556	Khuynh	3	0	120	207	1				168				
	368	2556	Khuynh	3	0	120	208	1				168				
	368	2556	Khuynh	3	0	120	209	1				168				
	368	2556	Khuynh	3	0	120	210	1				168				
	368	2556	Tóy	3	0	119	207	1				168				
	368	2556	Tóy	3	0	119	208	1				168				
	368	2556	Tóy	3	0	119	209	1				168				
	368	2556	Tóy	3	0	119	210	1				168				
	368	2556	Thµnh	3	0	121	207	1				168				
	368	2556	Thµnh	3	0	121	208	1				168				
	368	2556	Thµnh	3	0	121	209	1				168				
	368	2556	Thµnh	3	0	121	210	1				168				
	368	2556	Qu¶ Chuèi To	3	0	120	211	1				168				
	368	2556	Qu¶ Chuèi To	3	0	120	212	1				168				
	368	3056	Qu¶ Chuèi To	3	0	120	213	1				168				
	368	3056	Qu¶ Chuèi To	3	0	120	214	1				168				
	368	2056	c Giang Nam	3	0	120	215	1				168				
	368	2056	c Giang Nam	3	0	120	216	1				168				
	368	2056	c Giang Nam	3	0	120	217	1				168				
	368	2056	c Giang Nam	3	0	120	218	1				168				
	368	2056	Giang Hoa	3	0	119	211	1				168				
	368	2056	Giang Hoa	3	0	119	212	1				168				
	368	2056	Giang Hoa	3	0	119	213	1				168				
	368	2056	Giang Hoa	3	0	119	214	1				168				
	368	2056	Xu©n Lai Thñy	3	0	121	211	1				168				
	368	2056	Xu©n Lai Thñy	3	0	121	212	1				168				
	368	2056	Xu©n Lai Thñy	3	0	121	213	1				168				
	368	2056	Xu©n Lai Thñy	3	0	121	214	1				168				
	368	2056	Mai Tiªu TuyÕt	3	0	120	219	1				168				
	368	2056	Mai Tiªu TuyÕt	3	0	120	220	1				168				
	368	2056	Mai Tiªu TuyÕt	3	0	120	221	1				168				
	368	2056	Mai Tiªu TuyÕt	3	0	120	222	1				168				
	368	2056	Héc Ch©u	3	0	119	215	1				168				
	368	2056	Héc Ch©u	3	0	119	216	1				168				
	368	2056	Héc Ch©u	3	0	119	217	1				168				
	368	2056	Héc Ch©u	3	0	119	218	1				168				
	368	2056	Tóy Ph¸ch	3	0	121	215	1				168				
	368	2056	Tóy Ph¸ch	3	0	121	216	1				168				
	368	2056	Tóy Ph¸ch	3	0	121	217	1				168				
	368	2056	Tóy Ph¸ch	3	0	121	218	1				168				
	368	2056	§µo Chi	3	0	120	223	1				168				
	368	2056	§µo Chi	3	0	120	224	1				168				
	368	2056	§µo Chi	3	0	120	225	1				168				
	368	2056	§µo Chi	3	0	120	226	1				168				
	368	2056	§µo DiÖp	3	0	119	223	1				168				
	368	2056	§µo DiÖp	3	0	119	224	1				168				
	368	2056	§µo DiÖp	3	0	119	225	1				168				
	368	2056	§µo DiÖp	3	0	119	226	1				168				
	368	2056	§µo C¨n	3	0	121	223	1				168				
	368	2056	§µo C¨n	3	0	121	224	1				168				
	368	2056	§µo C¨n	3	0	121	225	1				168				
	368	2056	§µo C¨n	3	0	121	226	1				168				
	368	2056	Thanh	3	0	119	227	1				168				
	368	2056	Thanh	3	0	119	228	1				168				
	368	2056	Thanh	3	0	119	229	1				168				
	368	2056	Thanh	3	0	119	230	1				168				
	368	2056	Ngäc	3	0	120	227	1				168				
	368	2056	Ngäc	3	0	120	228	1				168				
	368	2056	Ngäc	3	0	120	229	1				168				
	368	2056	Ngäc	3	0	120	230	1				168				
	368	2056	ƒn	3	0	121	227	1				168				
	368	2056	ƒn	3	0	121	228	1				168				
	368	2056	ƒn	3	0	121	229	1				168				
	368	2056	ƒn	3	0	121	230	1				168				
	368	2056	Soa Y	3	0	120	231	1				168				
	368	2056	Soa Y	3	0	120	232	1				168				
	368	2056	Soa Y	3	0	120	233	1				168				
	368	2056	Soa Y	3	0	120	234	1				168				
	368	2056	¤ GiÊy DÇu	3	0	120	247	1				168				
	368	2056	¤ GiÊy DÇu	3	0	120	248	1				168				
	368	2056	¤ GiÊy DÇu	3	0	120	249	1				168				
	368	2056	¤ GiÊy DÇu	3	0	120	250	1				168				
	368	2056	Chim B¨ng	3	0	120	255	1				168				
	368	2056	Chim B¨ng	3	0	120	256	1				168				
	368	2056	Chim B¨ng	3	0	120	257	1				168				
	368	2056	Chim B¨ng	3	0	120	258	1				168				
	368	2056	Song Phi YÕn	3	0	120	259	1				168				
	368	2056	Song Phi YÕn	3	0	120	260	1				168				
	368	2056	Song Phi YÕn	3	0	120	261	1				168				
	368	2056	Song Phi YÕn	3	0	120	262	1				168				
	368	2056	KhØ Trém Chuèi	3	0	120	279	1				168				
	368	2056	KhØ Trém Chuèi	3	0	120	280	1				168				
	368	2056	KhØ Trém Chuèi	3	0	120	281	1				168				
	368	2056	KhØ Trém Chuèi	3	0	120	282	1				168				
	368	2056	§¹p	3	0	119	275	1				168				
	368	2056	§¹p	3	0	119	276	1				168				
	368	2056	§¹p	3	0	119	277	1				168				
	368	2056	§¹p	3	0	119	278	1				168				
	368	2056	Sa	3	0	120	275	1				168				
	368	2056	Sa	3	0	120	276	1				168				
	368	2056	Sa	3	0	120	277	1				168				
	368	2056	Sa	3	0	120	278	1				168				
	368	2056	Hµnh	3	0	121	275	1				168				
	368	2056	Hµnh	3	0	121	276	1				168				
	368	2056	Hµnh	3	0	121	277	1				168				
	368	2056	Hµnh	3	0	121	278	1				168				
	368	1041	Quý	3	0	119	279	1				168				
	368	1041	Quý	3	0	119	280	1				168				
	368	1041	Quý	3	0	119	281	1				168				
	368	1041	Quý	3	0	119	282	1				168				
	368	1041	Cµnh	3	0	120	283	1				168				
	368	1041	Cµnh	3	0	120	284	1				168				
	368	1041	Cµnh	3	0	120	285	1				168				
	368	1041	Cµnh	3	0	120	286	1				168				
	368	1041	H­¬ng	3	0	121	279	1				168				
	368	1041	H­¬ng	3	0	121	280	1				168				
	368	1041	H­¬ng	3	0	121	281	1				168				
	368	1041	H­¬ng	3	0	121	282	1				168				
	368	1041	T©y 	3	0	120	291	1				168				
	368	1041	T©y 	3	0	120	292	1				168				
	368	1041	T©y 	3	0	120	293	1				168				
	368	1041	T©y 	3	0	120	294	1				168				
	368	1041	Giang	3	0	119	291	1				168				
	368	1041	Giang	3	0	119	292	1				168				
