_remark	LineId	MainName	SubName	MainId	SubId
Háa Linh Phô ThÓ Lv6 (L­ît dïng)	836	NewPetBook	Use10	79	10
Thæ Linh Phô ThÓ Lv6 (L­ît dïng)	837	NewPetBook	Use11	79	11
Ph¸ Kh«ng Tr¶m ?nh Lv6 (L­ît dïng)	838	NewPetBook	Use12	79	12
S¸t Th­¬ng Gia T¨ng Lv6 (L­ît dïng)	839	NewPetBook	Use13	79	13
Khinh Linh TÊn TËt Lv6 (L­ît dïng)	840	NewPetBook	Use14	79	14
V« H×nh Chi Cæ Lv6 (L­ît dïng)	841	NewPetBook	Use15	79	15
Linh Quang ThiÓm Lv2 (L­ît dïng)	842	NewPetBook	Use16	79	16
Ng­ng ThÇn QuyÕt Lv2 (L­ît dïng)	843	NewPetBook	Use17	79	17
Kinh §µo QuyÕt Lv2 (L­ît dïng)	844	NewPetBook	Use18	79	18
C¬n GiËn Nguyªn Thñy Lv2 (L­ît dïng)	845	NewPetBook	Use19	79	19
ThiÕt Bè Sam Lv2 (L­ît dïng)	846	NewPetBook	Use20	79	20
Sè ng­êi dïng code tham dù t¨ng thªm	847	cdkey	join	80	1
Sè ng­êi dïng code ®æi quµ møc 1	848	cdkey	award1	81	1
Sè ng­êi dïng code ®æi quµ møc 2	849	cdkey	award2	81	2
Sè ng­êi dïng code ®æi quµ møc 3	850	cdkey	award3	81	3
Sè ng­êi dïng code ®æi quµ møc 4	851	cdkey	award4	81	4
Sè ng­êi dïng code ®æi quµ møc 5	852	cdkey	award5	81	5
Sè ng­êi dïng code ®æi quµ møc 6	853	cdkey	award6	81	6
Sè ng­êi dïng code ®æi quµ møc 7	854	cdkey	award7	81	7
Sè ng­êi dïng code ®æi quµ møc 8	855	cdkey	award8	81	8
Sè ng­êi dïng code ®æi quµ møc 9	856	cdkey	award9	81	9
Sè ng­êi dïng code ®æi quµ møc 10	857	cdkey	award10	81	10
Sè ng­êi dïng code ®æi quµ møc 11	858	cdkey	award11	81	11
Sè ng­êi dïng code ®æi quµ møc 12	859	cdkey	award12	81	12
Sè ng­êi dïng code ®æi quµ møc 13	860	cdkey	award13	81	13
Sè ng­êi dïng code ®æi quµ møc 14	861	cdkey	award14	81	14
Sè ng­êi dïng code ®æi quµ møc 15	862	cdkey	award15	81	15
Sè ng­êi dïng code ®æi quµ møc 16	863	cdkey	award16	81	16
Sè ng­êi dïng code ®æi quµ møc 17	864	cdkey	award17	81	17
Sè ng­êi dïng code ®æi quµ møc 18	865	cdkey	award18	81	18
Sè ng­êi dïng code ®æi quµ møc 19	866	cdkey	award19	81	19
Sè ng­êi dïng code ®æi quµ møc 20	867	cdkey	award20	81	20
Sè ng­êi dïng code ®æi quµ møc 21	868	cdkey	award21	81	21
Sè ng­êi dïng code ®æi quµ møc 22	869	cdkey	award22	81	22
Sè ng­êi dïng code ®æi quµ møc 23	870	cdkey	award23	81	23
Sè ng­êi dïng code ®æi quµ møc 24	871	cdkey	award24	81	24
Sè ng­êi dïng code ®æi quµ møc 25	872	cdkey	award25	81	25
Sè ng­êi dïng code ®æi quµ møc 26	873	cdkey	award26	81	26
Sè ng­êi dïng m· mêi tham dù t¨ng thªm	874	inviteCode	join	82	1
Th­ëng Göi M· Mêi 1	875	inviteCode	inviterAward1	83	1
Th­ëng Göi M· Mêi 2	876	inviteCode	inviterAward2	83	2
Th­ëng Göi M· Mêi 3	877	inviteCode	inviterAward3	83	3
Th­ëng Göi M· Mêi 4	878	inviteCode	inviterAward4	83	4
Th­ëng Göi M· Mêi 5	879	inviteCode	inviterAward5	83	5
Th­ëng Göi M· Mêi 6	880	inviteCode	inviterAward6	83	6
Th­ëng Göi M· Mêi 7	881	inviteCode	inviterAward7	83	7
Th­ëng Göi M· Mêi 8	882	inviteCode	inviterAward8	83	8
Th­ëng NhËn M· Mêi 1	883	inviteCode	GuestAward1	84	1
Th­ëng NhËn M· Mêi 2	884	inviteCode	GuestAward2	84	2
Th­ëng NhËn M· Mêi 3	885	inviteCode	GuestAward3	84	3
Th­ëng NhËn M· Mêi 4	886	inviteCode	GuestAward4	84	4
Th­ëng NhËn M· Mêi 5	887	inviteCode	GuestAward5	84	5
Th­ëng NhËn M· Mêi 6	888	inviteCode	GuestAward6	84	6
Th­ëng NhËn M· Mêi 7	889	inviteCode	GuestAward7	84	7
Th­ëng NhËn M· Mêi 8	890	inviteCode	GuestAward8	84	8
NhËn nhiÖm vô T×m HiÓu Bé Phi Yªn	891	bfyBoss	OpenTask	85	1
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 1	892	bfyBoss	OpenTask	86	1
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 2	893	bfyBoss	OpenTask	86	2
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 3	894	bfyBoss	OpenTask	86	3
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 4	895	bfyBoss	OpenTask	86	4
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 5	896	bfyBoss	OpenTask	86	5
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 6	897	bfyBoss	OpenTask	86	6
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 7	898	bfyBoss	OpenTask	86	7
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 8	899	bfyBoss	OpenTask	86	8
Hoµn thµnh nhiÖm vô thu thËp Bé Phi Yªn 9	900	bfyBoss	OpenTask	86	9
C«n L«n N« (L­ît triÖu håi mçi ngµy)	901	bfyBoss	SummonBoss	87	1
Bïi Hµng (L­ît triÖu håi mçi ngµy)	902	bfyBoss	SummonBoss	87	2
LiÔu NghÞ (L­ît triÖu håi mçi ngµy)	903	bfyBoss	SummonBoss	87	3
Hång TuyÕn (L­ît triÖu håi mçi ngµy)	904	bfyBoss	SummonBoss	87	4
H¹ C¶nh Th¾ng (L­ît triÖu håi mçi ngµy)	905	bfyBoss	SummonBoss	87	5
NhiÕp §¹i Chïy (L­ît triÖu håi mçi ngµy)	906	bfyBoss	SummonBoss	87	6
Bé Phi Yªn (L­ît triÖu håi mçi ngµy)	907	bfyBoss	SummonBoss	87	7
C«n L«n N« (L­ît tiªu diÖt mçi ngµy)	908	bfyBoss	KillBoss	88	1
Bïi Hµng (L­ît tiªu diÖt mçi ngµy)	909	bfyBoss	KillBoss	88	2
LiÔu NghÞ (L­ît tiªu diÖt mçi ngµy)	910	bfyBoss	KillBoss	88	3
Hång TuyÕn (L­ît tiªu diÖt mçi ngµy)	911	bfyBoss	KillBoss	88	4
H¹ C¶nh Th¾ng (L­ît tiªu diÖt mçi ngµy)	912	bfyBoss	KillBoss	88	5
NhiÕp §¹i Chïy (L­ît tiªu diÖt mçi ngµy)	913	bfyBoss	KillBoss	88	6
Bé Phi Yªn (L­ît tiªu diÖt mçi ngµy)	914	bfyBoss	KillBoss	88	7
NhiÖm Vô Bé Phi Yªn-Mçi ngµy mçi ng­êi nép 400 §iÓm (Tæng)	915	bfyBoss	Contribute400Point	89	1
Sá»‘ láº§n kÃ­ch hoáº¡t Linh PhÃ¡ch VÅ© KhÃ­ 1 Tuáº§n	916	NewWeaponEffectActive	Week	90	1
Sá»‘ láº§n kÃ­ch hoáº¡t Linh PhÃ¡ch VÅ© KhÃ­ 1 ThÃ¡ng	917	NewWeaponEffectActive	Month	90	2
Sá»‘ láº§n Ä‘á»•i PhÃ¡-Linh Lung ThÃ­ch	918	BuyAddenda	BuyAddenda1	91	1
Sá»‘ láº§n Ä‘á»•i NgÆ°ng-LÆ°u Tinh Cáº£n Nguyá»‡t	919	BuyAddenda	BuyAddenda2	91	2
Sá»‘ láº§n Ä‘á»•i PhÃ¡-Má»‹ áº¢nh TÃ¢m PhÃ¡p	920	BuyAddenda	BuyAddenda3	91	3
Sá»‘ láº§n Ä‘á»•i NgÆ°ng-ToÃ¡i Má»™ng BÄƒng	921	BuyAddenda	BuyAddenda4	91	4
Sá»‘ láº§n Ä‘á»•i Ngá»±-SÃ¡t Ã?	922	BuyAddenda	BuyAddenda5	91	5
Sá»‘ láº§n Ä‘á»•i Ngá»±-Há»—n Ä?á»™n Ä?áº¥u PhÃ¡ch	923	BuyAddenda	BuyAddenda6	91	6
Sá»‘ láº§n Ä‘á»•i NgÆ°ng-Kiáº¿m Thá»§ KhÃ´ng Minh	924	BuyAddenda	BuyAddenda7	91	7
Sá»‘ láº§n Ä‘á»•i Ã?m-Ä?oáº¡n Thá»§y Kiáº¿m Canh	925	BuyAddenda	BuyAddenda8	91	8
Sá»‘ láº§n Ä‘á»•i Ngá»±-Triá»‡u Há»“i Linh Kiáº¿m	926	BuyAddenda	BuyAddenda9	91	9
Sá»‘ láº§n Ä‘á»•i NgÆ°ng-Há»“i Phong Kiáº¿m Canh	927	BuyAddenda	BuyAddenda10	91	10
Sá»‘ láº§n Ä‘á»•i Ngá»±-Kiáº¿m Ã? Pháº£n Xáº¡	928	BuyAddenda	BuyAddenda11	91	11
Sá»‘ láº§n Ä‘á»•i PhÃ¡-NhÃ¢n Kiáº¿m Há»£p Nháº¥t	929	BuyAddenda	BuyAddenda12	91	12
Sá»‘ láº§n Ä‘á»•i PhÃ¡-Triá»‡u Há»“i Linh Kiáº¿m	930	BuyAddenda	BuyAddenda13	91	13
Sè lÇn më Tói Phóc Lîi-Nhá	931	OpenDailyFuBag	OpenDailyFuBagLittle	92	1
Sè lÇn më Tói Phóc Lîi-Lín	932	OpenDailyFuBag	OpenDailyFuBagBig	92	2
Sè lÇn ghÐp M¶nh Phi Phong Kim Xµ Lv6	933	UseGoldenEquipPiece	UseCapePiece	93	1
Sè lÇn ghÐp M¶nh Huy Ch­¬ng Kim Xµ Lv6	934	UseGoldenEquipPiece	UseBadgePiece	93	2
Sè lÇn ghÐp M¶nh Giµy Kim Xµ Lv6	935	UseGoldenEquipPiece	UseFootPiece	93	3
Sè lÇn n©ng cÊp thó c­ìi nhanh	936	ImproveHorseSpeed	HorsePiece	94	1
Sè lÇn ghÐp M¶nh Giµy Kim Xµ Lv7	937	UseGoldenEquipPieceLv7	UseFootPiece	95	1
Sè lÇn ghÐp M¶nh Huy Ch­¬ng Kim Xµ Lv7	938	UseGoldenEquipPieceLv7	UseBadgePiece	95	2
Sè lÇn ghÐp M¶nh Phi Phong Kim Xµ Lv7	939	UseGoldenEquipPieceLv7	UseCapePiece	95	3
Sè lÇn më Tói Trang BÞ Dµnh Riªng	940	UseGoldenEquipBoxLv7	UseBoxAll	96	1
Sè Th­¬ng H¶i Ch©u Lv1 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	941	UseUnidentifiedLeftPearlBind	UseLv1	97	1
Sè Th­¬ng H¶i Ch©u Lv2 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	942	UseUnidentifiedLeftPearlBind	UseLv2	97	2
Sè Th­¬ng H¶i Ch©u Lv3 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	943	UseUnidentifiedLeftPearlBind	UseLv3	97	3
Sè Th­¬ng H¶i Ch©u Lv4 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	944	UseUnidentifiedLeftPearlBind	UseLv4	97	4
Sè Th­¬ng H¶i Ch©u Lv5 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	945	UseUnidentifiedLeftPearlBind	UseLv5	97	5
Sè Th­¬ng H¶i Ch©u Lv6 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	946	UseUnidentifiedLeftPearlBind	UseLv6	97	6
Sè Th­¬ng H¶i Ch©u Lv7 (Ch­a gi¸m ®Þnh) (Khãa) tiªu hao mçi ngµy	947	UseUnidentifiedLeftPearlBind	UseLv7	97	7
Sè Bét Tr©n Ch©u tiªu hao mçi ngµy	948	UseLeftPearlPowderNum		98	1
Sè Th­¬ng H¶i Ch©u Lv1 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	949	UseUnidentifiedLeftPearl	UseLv1	99	1
Sè Th­¬ng H¶i Ch©u Lv2 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	950	UseUnidentifiedLeftPearl	UseLv2	99	2
Sè Th­¬ng H¶i Ch©u Lv3 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	951	UseUnidentifiedLeftPearl	UseLv3	99	3
Sè Th­¬ng H¶i Ch©u Lv4 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	952	UseUnidentifiedLeftPearl	UseLv4	99	4
Sè Th­¬ng H¶i Ch©u Lv5 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	953	UseUnidentifiedLeftPearl	UseLv5	99	5
Sè Th­¬ng H¶i Ch©u Lv6 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	954	UseUnidentifiedLeftPearl	UseLv6	99	6
Sè Th­¬ng H¶i Ch©u Lv7 (Ch­a gi¸m ®Þnh) tiªu hao mçi ngµy	955	UseUnidentifiedLeftPearl	UseLv7	99	7
Sè lÇn t«i luyÖn Th­¬ng H¶i Ch©u mçi ngµy	956	QuenchLeftPearlNum		100	1
Sè lÇn ®æi S¸ch Kü N¨ng Thó C­ng Lv6 mçi ngµy	957	PET	ExchgLv6SkillBook	47	9
KuaFuBossJoinTongCount	958	KuaFuBoss	JoinTongCount	101	1
KuaFuBossTongRankAward	959	KuaFuBoss	TongRankAward	102	1
KuaFuBossTongLastKillAward	960	KuaFuBoss	TongLastKillAward	102	2
KuaFuBossPersonalLastKillAward	961	KuaFuBoss	PersonalLastKillAward	102	3
KuaFuBossPersonalActiveAward	962	KuaFuBoss	PersonalActiveAward	102	4
KuaFuBossBossBagOpenCount	963	KuaFuBoss	BossBagOpenCount	103	1
Sè Kh¾c B¶n Hoµn Mü CÊp 4 ®· dïng:	964	ArmoryBoxPerfect	UseLv4	104	1
Sè lÇn hoµn thµnh NhiÖm Vô S­ M«n Míi-Th­êng	965	NewFactionTask	NormalFinish	105	1
Sè lÇn hoµn thµnh NhiÖm Vô S­ M«n Míi-Tr¶ PhÝ	966	NewFactionTask	PayFinish	105	2
NhiÖm Vô S­ M«n Míi-Mçi ngµy hoµn thµnh 10 lÇn sè ng­êi nh­ trªn	967	NewFactionTask	Finish10	105	3
NhiÖm Vô S­ M«n Míi-Mçi ngµy hoµn thµnh 20 lÇn sè ng­êi nh­ trªn	968	NewFactionTask	Finish20	105	4
NhiÖm Vô S­ M«n Míi-Mçi ngµy hoµn thµnh 30 lÇn sè ng­êi nh­ trªn	969	NewFactionTask	Finish30	105	5
NhiÖm Vô S­ M«n Míi-Mçi ngµy hoµn thµnh 40 lÇn sè ng­êi nh­ trªn	970	NewFactionTask	Finish40	105	6
NhiÖm Vô S­ M«n Míi-Mçi ngµy tr¶ phÝ 1 lÇn sè ng­êi nh­ trªn	971	NewFactionTask	PayFinish1	105	7
NhiÖm Vô S­ M«n Míi-Mçi ngµy tr¶ phÝ 10 lÇn sè ng­êi nh­ trªn	972	NewFactionTask	PayFinish10	105	8
NhiÖm Vô S­ M«n Míi-Mçi ngµy tr¶ phÝ 20 lÇn sè ng­êi nh­ trªn	973	NewFactionTask	PayFinish20	105	9
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 1	974	MonthlyGoals	FreeAward1	106	1
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 2	975	MonthlyGoals	FreeAward2	106	2
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 3	976	MonthlyGoals	FreeAward3	106	3
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 4	977	MonthlyGoals	FreeAward4	106	4
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 5	978	MonthlyGoals	FreeAward5	106	5
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 6	979	MonthlyGoals	FreeAward6	106	6
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 7	980	MonthlyGoals	FreeAward7	106	7
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 8	981	MonthlyGoals	FreeAward8	106	8
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 9	982	MonthlyGoals	FreeAward9	106	9
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 10	983	MonthlyGoals	FreeAward10	106	10
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 11	984	MonthlyGoals	FreeAward11	106	11
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 12	985	MonthlyGoals	FreeAward12	106	12
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 13	986	MonthlyGoals	FreeAward13	106	13
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 14	987	MonthlyGoals	FreeAward14	106	14
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 15	988	MonthlyGoals	FreeAward15	106	15
Th­ëng HiÖp Kh¸ch Hµnh MiÔn PhÝ 16	989	MonthlyGoals	FreeAward16	106	16
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 1	990	MonthlyGoals	PayAward1	107	1
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 2	991	MonthlyGoals	PayAward2	107	2
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 3	992	MonthlyGoals	PayAward3	107	3
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 4	993	MonthlyGoals	PayAward4	107	4
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 5	994	MonthlyGoals	PayAward5	107	5
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 6	995	MonthlyGoals	PayAward6	107	6
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 7	996	MonthlyGoals	PayAward7	107	7
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 8	997	MonthlyGoals	PayAward8	107	8
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 9	998	MonthlyGoals	PayAward9	107	9
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 10	999	MonthlyGoals	PayAward10	107	10
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 11	1000	MonthlyGoals	PayAward11	107	11
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 12	1001	MonthlyGoals	PayAward12	107	12
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 13	1002	MonthlyGoals	PayAward13	107	13
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 14	1003	MonthlyGoals	PayAward14	107	14
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 15	1004	MonthlyGoals	PayAward15	107	15
Th­ëng HiÖp Kh¸ch Hµnh Tr¶ PhÝ 16	1005	MonthlyGoals	PayAward16	107	16
Sè ng­êi kÝch ho¹t HiÖp Kh¸ch Hµnh Tr¶ PhÝ	1006	MonthlyGoals	Activation	108	1
Nh¹n M«n Quan Liªn Server-ChiÕn Tr­êng ChÝnh	1007	KfNewBattleMain	Join	109	1
Sè lÇn bªn Tèng th¾ng	1008	KfNewBattleMain	SongWinCount	109	2
Sè lÇn bªn Liªu th¾ng	1009	KfNewBattleMain	LiaoWinCount	109	3
Sè lÇn hßa	1010	KfNewBattleMain	PingJuCount	109	4
Sè lÇn bªn Tèng th¾ng	1011	KfEmplacement	SongWinCount	76	12
Sè lÇn bªn Liªu th¾ng	1012	KfEmplacement	LiaoWinCount	76	13
Sè lÇn hßa	1013	KfEmplacement	PingJuCount	76	14
