ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
54852	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31957;1			27			54852
54853	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31958;1			29			54853
54854	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31959;1			30			54854
54855	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31960;1			31			54855
54856	Tèng-Chu T­íc So¸i Hæ Phï	0;102;31961;1			32			54856
54857	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31962;1			2			54857
54858	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31963;1			3			54858
54859	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31964;1			4			54859
54860	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31965;1			6			54860
54861	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31966;1			8			54861
54862	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31967;1			9			54862
54863	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31968;1			11			54863
54864	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31969;1			12			54864
54865	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31970;1			14			54865
54866	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31971;1			15			54866
54867	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31972;1			17			54867
54868	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31973;1			18			54868
54869	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31974;1			20			54869
54870	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31975;1			21			54870
54871	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31976;1			23			54871
54872	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31977;1			25			54872
54873	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31978;1			26			54873
54874	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31979;1			27			54874
54875	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31980;1			29			54875
54876	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31981;1			30			54876
54877	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31982;1			31			54877
54878	Tèng-Chu T­íc So¸i LÖnh Kú	0;102;31983;1			32			54878
54879	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31984;1			2			54879
54880	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31985;1			3			54880
54881	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31986;1			4			54881
54882	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31987;1			6			54882
54883	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31988;1			8			54883
54884	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31989;1			9			54884
54885	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31990;1			11			54885
54886	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31991;1			12			54886
54887	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31992;1			14			54887
54888	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31993;1			15			54888
54889	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31994;1			17			54889
54890	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31995;1			18			54890
54891	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31996;1			20			54891
54892	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31997;1			21			54892
54893	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31998;1			23			54893
54894	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31999;1			25			54894
54895	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32000;1			26			54895
54896	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32001;1			27			54896
54897	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32002;1			29			54897
54898	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32003;1			30			54898
54899	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32004;1			31			54899
54900	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32005;1			32			54900
54901	Liªu-Chu T­íc So¸i Kh«i	0;103;32325;1			2			54901
54902	Liªu-Chu T­íc So¸i Kh«i	0;103;32326;1			3			54902
54903	Liªu-Chu T­íc So¸i Kh«i	0;103;32327;1			4			54903
54904	Liªu-Chu T­íc So¸i Kh«i	0;103;32328;1			6			54904
54905	Liªu-Chu T­íc So¸i Kh«i	0;103;32329;1			8			54905
54906	Liªu-Chu T­íc So¸i Kh«i	0;103;32330;1			9			54906
54907	Liªu-Chu T­íc So¸i Kh«i	0;103;32331;1			11			54907
54908	Liªu-Chu T­íc So¸i Kh«i	0;103;32332;1			12			54908
54909	Liªu-Chu T­íc So¸i Kh«i	0;103;32333;1			14			54909
54910	Liªu-Chu T­íc So¸i Kh«i	0;103;32334;1			15			54910
54911	Liªu-Chu T­íc So¸i Kh«i	0;103;32335;1			17			54911
54912	Liªu-Chu T­íc So¸i Kh«i	0;103;32336;1			18			54912
54913	Liªu-Chu T­íc So¸i Kh«i	0;103;32337;1			20			54913
54914	Liªu-Chu T­íc So¸i Kh«i	0;103;32338;1			21			54914
54915	Liªu-Chu T­íc So¸i Kh«i	0;103;32339;1			23			54915
54916	Liªu-Chu T­íc So¸i Kh«i	0;103;32340;1			25			54916
54917	Liªu-Chu T­íc So¸i Kh«i	0;103;32341;1			26			54917
54918	Liªu-Chu T­íc So¸i Kh«i	0;103;32342;1			27			54918
54919	Liªu-Chu T­íc So¸i Kh«i	0;103;32343;1			29			54919
54920	Liªu-Chu T­íc So¸i Kh«i	0;103;32344;1			30			54920
54921	Liªu-Chu T­íc So¸i Kh«i	0;103;32345;1			31			54921
54922	Liªu-Chu T­íc So¸i Kh«i	0;103;32346;1			32			54922
54923	Liªu-Chu T­íc So¸i Y	0;100;32325;1			2			54923
54924	Liªu-Chu T­íc So¸i Y	0;100;32326;1			3			54924
54925	Liªu-Chu T­íc So¸i Y	0;100;32327;1			4			54925
54926	Liªu-Chu T­íc So¸i Y	0;100;32328;1			6			54926
54927	Liªu-Chu T­íc So¸i Y	0;100;32329;1			8			54927
54928	Liªu-Chu T­íc So¸i Y	0;100;32330;1			9			54928
54929	Liªu-Chu T­íc So¸i Y	0;100;32331;1			11			54929
54930	Liªu-Chu T­íc So¸i Y	0;100;32332;1			12			54930
54931	Liªu-Chu T­íc So¸i Y	0;100;32333;1			14			54931
54932	Liªu-Chu T­íc So¸i Y	0;100;32334;1			15			54932
54933	Liªu-Chu T­íc So¸i Y	0;100;32335;1			17			54933
54934	Liªu-Chu T­íc So¸i Y	0;100;32336;1			18			54934
54935	Liªu-Chu T­íc So¸i Y	0;100;32337;1			20			54935
54936	Liªu-Chu T­íc So¸i Y	0;100;32338;1			21			54936
54937	Liªu-Chu T­íc So¸i Y	0;100;32339;1			23			54937
54938	Liªu-Chu T­íc So¸i Y	0;100;32340;1			25			54938
54939	Liªu-Chu T­íc So¸i Y	0;100;32341;1			26			54939
54940	Liªu-Chu T­íc So¸i Y	0;100;32342;1			27			54940
54941	Liªu-Chu T­íc So¸i Y	0;100;32343;1			29			54941
54942	Liªu-Chu T­íc So¸i Y	0;100;32344;1			30			54942
54943	Liªu-Chu T­íc So¸i Y	0;100;32345;1			31			54943
54944	Liªu-Chu T­íc So¸i Y	0;100;32346;1			32			54944
54945	Liªu-Chu T­íc So¸i Trang	0;101;32325;1			2			54945
54946	Liªu-Chu T­íc So¸i Trang	0;101;32326;1			3			54946
54947	Liªu-Chu T­íc So¸i Trang	0;101;32327;1			4			54947
54948	Liªu-Chu T­íc So¸i Trang	0;101;32328;1			6			54948
54949	Liªu-Chu T­íc So¸i Trang	0;101;32329;1			8			54949
54950	Liªu-Chu T­íc So¸i Trang	0;101;32330;1			9			54950
54951	Liªu-Chu T­íc So¸i Trang	0;101;32331;1			11			54951
54952	Liªu-Chu T­íc So¸i Trang	0;101;32332;1			12			54952
54953	Liªu-Chu T­íc So¸i Trang	0;101;32333;1			14			54953
54954	Liªu-Chu T­íc So¸i Trang	0;101;32334;1			15			54954
54955	Liªu-Chu T­íc So¸i Trang	0;101;32335;1			17			54955
54956	Liªu-Chu T­íc So¸i Trang	0;101;32336;1			18			54956
54957	Liªu-Chu T­íc So¸i Trang	0;101;32337;1			20			54957
54958	Liªu-Chu T­íc So¸i Trang	0;101;32338;1			21			54958
54959	Liªu-Chu T­íc So¸i Trang	0;101;32339;1			23			54959
54960	Liªu-Chu T­íc So¸i Trang	0;101;32340;1			25			54960
54961	Liªu-Chu T­íc So¸i Trang	0;101;32341;1			26			54961
54962	Liªu-Chu T­íc So¸i Trang	0;101;32342;1			27			54962
54963	Liªu-Chu T­íc So¸i Trang	0;101;32343;1			29			54963
54964	Liªu-Chu T­íc So¸i Trang	0;101;32344;1			30			54964
54965	Liªu-Chu T­íc So¸i Trang	0;101;32345;1			31			54965
54966	Liªu-Chu T­íc So¸i Trang	0;101;32346;1			32			54966
54967	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32072;1			2			54967
54968	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32073;1			3			54968
54969	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32074;1			4			54969
54970	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32075;1			6			54970
54971	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32076;1			8			54971
54972	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32077;1			9			54972
54973	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32078;1			11			54973
54974	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32079;1			12			54974
54975	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32080;1			14			54975
54976	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32081;1			15			54976
54977	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32082;1			17			54977
54978	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32083;1			18			54978
54979	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32084;1			20			54979
54980	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32085;1			21			54980
54981	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32086;1			23			54981
54982	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32087;1			25			54982
54983	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32088;1			26			54983
54984	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32089;1			27			54984
54985	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32090;1			29			54985
54986	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32091;1			30			54986
54987	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32092;1			31			54987
54988	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32093;1			32			54988
54989	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32094;1			2			54989
54990	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32095;1			3			54990
54991	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32096;1			4			54991
54992	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32097;1			6			54992
54993	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32098;1			8			54993
54994	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32099;1			9			54994
54995	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32100;1			11			54995
54996	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32101;1			12			54996
54997	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32102;1			14			54997
54998	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32103;1			15			54998
54999	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32104;1			17			54999
55000	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32105;1			18			55000
55001	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32106;1			20			55001
55002	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32107;1			21			55002
55003	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32108;1			23			55003
55004	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32109;1			25			55004
55005	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32110;1			26			55005
55006	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32111;1			27			55006
55007	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32112;1			29			55007
55008	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32113;1			30			55008
55009	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32114;1			31			55009
55010	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32115;1			32			55010
55011	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32116;1			2			55011
55012	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32117;1			3			55012
55013	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32118;1			4			55013
55014	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32119;1			6			55014
55015	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32120;1			8			55015
55016	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32121;1			9			55016
55017	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32122;1			11			55017
55018	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32123;1			12			55018
55019	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32124;1			14			55019
55020	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32125;1			15			55020
55021	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32126;1			17			55021
55022	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32127;1			18			55022
55023	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32128;1			20			55023
55024	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32129;1			21			55024
55025	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32130;1			23			55025
55026	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32131;1			25			55026
55027	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32132;1			26			55027
55028	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32133;1			27			55028
55029	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32134;1			29			55029
55030	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32135;1			30			55030
55031	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32136;1			31			55031
55032	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32137;1			32			55032
55033	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32138;1			2			55033
55034	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32139;1			3			55034
55035	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32140;1			4			55035
55036	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32141;1			6			55036
55037	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32142;1			8			55037
55038	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32143;1			9			55038
55039	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32144;1			11			55039
55040	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32145;1			12			55040
55041	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32146;1			14			55041
55042	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32147;1			15			55042
55043	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32148;1			17			55043
55044	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32149;1			18			55044
55045	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32150;1			20			55045
55046	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32151;1			21			55046
55047	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32152;1			23			55047
55048	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32153;1			25			55048
55049	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32154;1			26			55049
55050	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32155;1			27			55050
55051	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32156;1			29			55051
55052	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32157;1			30			55052
55053	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32158;1			31			55053
55054	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32159;1			32			55054

55055	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30590;1			2			55055
55056	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30591;1			3			55056
55057	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30592;1			4			55057
55058	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30593;1			6			55058
55059	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30594;1			8			55059
55060	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30595;1			9			55060
55061	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30596;1			11			55061
55062	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30597;1			12			55062
55063	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30598;1			14			55063
55064	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30599;1			15			55064
55065	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30600;1			17			55065
55066	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30601;1			18			55066
55067	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30602;1			20			55067
55068	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30603;1			21			55068
55069	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30604;1			23			55069
55070	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30605;1			25			55070
55071	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30606;1			26			55071
55072	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30607;1			27			55072
55073	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30608;1			29			55073
55074	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;30609;1			30			55074
55075	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;32158;1			31			55075
55076	Tèng-Thanh Long Nguyªn So¸i Kh«i	0;103;32166;1			32			55076
55077	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30590;1			2			55077
55078	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30591;1			3			55078
55079	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30592;1			4			55079
55080	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30593;1			6			55080
55081	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30594;1			8			55081
55082	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30595;1			9			55082
55083	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30596;1			11			55083
55084	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30597;1			12			55084
55085	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30598;1			14			55085
55086	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30599;1			15			55086
55087	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30600;1			17			55087
55088	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30601;1			18			55088
55089	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30602;1			20			55089
55090	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30603;1			21			55090
55091	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30604;1			23			55091
55092	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30605;1			25			55092
55093	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30606;1			26			55093
55094	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30607;1			27			55094
55095	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30608;1			29			55095
55096	Tèng-Thanh Long Nguyªn So¸i Y	0;100;30609;1			30			55096
55097	Tèng-Thanh Long Nguyªn So¸i Y	0;100;32158;1			31			55097
55098	Tèng-Thanh Long Nguyªn So¸i Y	0;100;32166;1			32			55098
55099	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30590;1			2			55099
55100	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30591;1			3			55100
55101	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30592;1			4			55101
55102	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30593;1			6			55102
55103	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30594;1			8			55103
55104	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30595;1			9			55104
55105	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30596;1			11			55105
55106	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30597;1			12			55106
55107	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30598;1			14			55107
55108	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30599;1			15			55108
55109	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30600;1			17			55109
55110	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30601;1			18			55110
55111	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30602;1			20			55111
55112	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30603;1			21			55112
55113	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30604;1			23			55113
55114	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30605;1			25			55114
55115	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30606;1			26			55115
55116	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30607;1			27			55116
55117	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30608;1			29			55117
55118	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;30609;1			30			55118
55119	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;32158;1			31			55119
55120	Tèng-Thanh Long Nguyªn So¸i Trang	0;101;32166;1			32			55120
55121	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31192;1			2			55121
55122	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31193;1			3			55122
55123	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31194;1			4			55123
55124	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31195;1			6			55124
55125	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31196;1			8			55125
55126	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31197;1			9			55126
55127	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31198;1			11			55127
55128	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31199;1			12			55128
55129	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31200;1			14			55129
55130	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31201;1			15			55130
55131	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31202;1			17			55131
55132	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31203;1			18			55132
55133	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31204;1			20			55133
55134	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31205;1			21			55134
55135	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31206;1			23			55135
55136	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31207;1			25			55136
55137	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31208;1			26			55137
55138	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31209;1			27			55138
55139	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31210;1			29			55139
55140	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31211;1			30			55140
55141	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31496;1			31			55141
55142	Tèng-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31524;1			32			55142
55143	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31212;1			2			55143
55144	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31213;1			3			55144
55145	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31214;1			4			55145
55146	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31215;1			6			55146
55147	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31216;1			8			55147
55148	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31217;1			9			55148
55149	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31218;1			11			55149
55150	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31219;1			12			55150
55151	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31220;1			14			55151
55152	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31221;1			15			55152
55153	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31222;1			17			55153
55154	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31223;1			18			55154
55155	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31224;1			20			55155
55156	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31225;1			21			55156
55157	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31226;1			23			55157
55158	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31227;1			25			55158
55159	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31228;1			26			55159
55160	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31229;1			27			55160
55161	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31230;1			29			55161
55162	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31231;1			30			55162
55163	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31497;1			31			55163
55164	Tèng-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31525;1			32			55164
55165	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31232;1			2			55165
55166	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31233;1			3			55166
55167	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31234;1			4			55167
55168	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31235;1			6			55168
55169	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31236;1			8			55169
55170	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31237;1			9			55170
55171	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31238;1			11			55171
55172	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31239;1			12			55172
55173	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31240;1			14			55173
55174	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31241;1			15			55174
55175	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31242;1			17			55175
55176	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31243;1			18			55176
55177	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31244;1			20			55177
55178	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31245;1			21			55178
55179	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31246;1			23			55179
55180	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31247;1			25			55180
55181	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31248;1			26			55181
55182	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31249;1			27			55182
