SourceMapId	SourceMapString	TargetMapId	TargetMapString	Type	SourceScriptFile	ScrollType	NpcName_0	Position_0	NpcName_1	Position_1	NpcName_2	Position_2	NpcName_3	Position_3	SelIndexs_0	SelIndexs_1	SelIndexs_2	SelIndexs_3	SelIndexs_4	SelIndexs_5	SelIndexs_6	SelIndexs_7	SelIndexs_8	SelIndexs_9	SelIndexs_10
602	§¹i Th¶o Nguyªn 2	601	§¹i Th¶o Nguyªn 1	3	\script\±±Çø\´ó²İÔ­¶ş\trap\´ó²İÔ­¶şto´ó²İÔ­Ò».lua			1374;2916																	
602	§¹i Th¶o Nguyªn 2	604	Nh¹n M«n quan	3	\script\±±Çø\´ó²İÔ­¶ş\trap\´ó²İÔ­¶ştoÑãÃÅ¹Ø.lua			1449;3264																	
604	Nh¹n M«n quan	205	§«ng BiÖn Kinh	3	\script\±±Çø\ÑãÃÅ¹Ø\trap\ÑãÃÅ¹Øtoãê¾©¸®¶«.lua			1302;3177																	
604	Nh¹n M«n quan	602	§¹i Th¶o Nguyªn 2	3	\script\±±Çø\ÑãÃÅ¹Ø\trap\ÑãÃÅ¹Øto´ó²İÔ­¶ş.lua			1478;2720																	
502	Hoa S¬n	500	Phông T­êng phñ	2	\script\Î÷±±Çø\»ªÉ½\npc\ÔÀÁéÉº.lua		Nh¹c Linh San	1829;3260							1;										
502	Hoa S¬n	6024	ThiÕt Ch­ëng S¬n Trang	2	\script\Î÷±±Çø\»ªÉ½\npc\linqinghai.lua		L©m Thanh H¶i	1652;3093							1;										
6024	ThiÕt Ch­ëng S¬n Trang	502	Hoa S¬n	2	\script\ÊÀ½çµØÍ¼\ÌúÕÆÉ½×¯\npc\yuebuqun.lua		(Nh¹c BÊt QuÇn)	1580;3219							1;										
6024	ThiÕt Ch­ëng S¬n Trang	6025	ThÇn ®iÖn	2	\script\ÊÀ½çµØÍ¼\ÌúÕÆÉ½×¯\npc\yuebuqun.lua		(Nh¹c BÊt QuÇn)	1589;3173							2;										
6025	ThÇn ®iÖn	502	Hoa S¬n	2	\script\ÊÀ½çµØÍ¼\Éñµî\npc\yuelingshan.lua		(Nh¹c Linh San)	1580;3219							1;										
6016	Mai Trang	106	Long TuyÒn Th«n	2	\script\Î÷ÄÏÇø\Ã·×¯\Ã·×¯ÊéÍ¯2.lua		Mai Trang Th­ §ång	1490;3094							1;										
6016	Mai Trang	6013	Mai Trang ®¹i lao	2	\script\ÊÀ½çµØÍ¼\Ã·×¯µØÀÎ\¿´ÊØ1.lua		Canh gi÷	1586;3140							1;										
6013	Mai Trang ®¹i lao	6016	Mai Trang	2	\script\ÊÀ½çµØÍ¼\Ã·×¯µØÀÎ\¿´ÊØ2.lua		Canh gi÷	1606;3206							1;										
6009	#§µo Hoa TiÓu S¹n	102	§µo Hoa ®¶o	2	\script\ÊÀ½çµØÍ¼\ÌÒ»¨Ğ¡Õ»\Í¯Å®2.lua		M«n §ång	1579;3218							1;										
6010	#§µo Hoa TiÓu S¹n	102	§µo Hoa ®¶o	2	\script\ÊÀ½çµØÍ¼\ÌÒ»¨Ğ¡Õ»\Í¯Å®2.lua		M«n §ång	1579;3218							1;										
6011	#§µo Hoa TiÓu S¹n	102	§µo Hoa ®¶o	2	\script\ÊÀ½çµØÍ¼\ÌÒ»¨Ğ¡Õ»\Í¯Å®2.lua		M«n §ång	1579;3218							1;										
6015	H¾c Méc Nhai	504	B¾c Phông T­êng	2	\script\Î÷ÄÏÇø\ºÚÄ¾ÑÂ\ÉñÃØĞÂ½ÌÍ½.lua		ThÇn gi¸o gi¸o ®å míi	1632;3242							1;										
6017	H¾c Méc Nhai	504	B¾c Phông T­êng	2	\script\Î÷ÄÏÇø\ºÚÄ¾ÑÂ\ÉñÃØĞÂ½ÌÍ½.lua		ThÇn gi¸o gi¸o ®å míi	1632;3242							1;										
6018	H¾c Méc Nhai	504	B¾c Phông T­êng	2	\script\Î÷ÄÏÇø\ºÚÄ¾ÑÂ\ÉñÃØĞÂ½ÌÍ½.lua		ThÇn gi¸o gi¸o ®å míi	1632;3242							1;										
6014	T©y §¶o	104	§«ng H¶i H¶i T©n 2	2	\script\ÊÀ½çµØÍ¼\Î÷µº\´¬·ò.lua		ThuyÒn phu	1536;3291							1;										
		200	BiÖn Kinh	5		1;5;1																			
		300	Thµnh §«	5		1;5;2																			
		100	TuyÒn Ch©u	5		1;5;3																			
		350	T­¬ng D­¬ng	5		1;5;4																			
		500	Phông T­êng phñ	5		1;5;5																			
		400	§¹i Lı phñ	5		1;5;6																			
		150	D­¬ng Ch©u	5		1;5;7																			
		312	Vâ §ang	5		1;5;8																			
		209	C¸i Bang	5		1;5;9																			
		204	ThiÕu L©m	5		1;5;10																			
		303	Nga My	5		1;5;11																			
		305	§­êng M«n	5		1;5;12																			
		407	Ngò §éc Gi¸o	5		1;5;13																			
		219	Thiªn Ba D­¬ng phñ	5		1;5;14																			
		509	C«n L«n	5		1;5;112																			
		152	Minh gi¸o	5		1;5;113
		404	Thóy Yªn	5		1;5;114																			
		207	NhŞ Long s¬n	4				1331;3065							2;1;										
		310	KiÕm M«n quan	4				1575;3038							2;2;										
		408	Miªu LÜnh	4				1572;2759							2;3;										
		202	H¹nh Hoa th«n	4				1580;2727							2;4;										
		418	Ngò §éc mª cung tÇng 1	4				1552;3205							2;5;										
		419	Ngò §éc cung tÇng 2	4				1714;3443							2;6;										
		217	D· Tr­ l©m	4				1606;3233							2;7;										
		106	Long TuyÒn Th«n	4				1576;3148							2;8;1;										
		326	Mé TuyÕt s¬n trang	4				1674;3138							2;8;2;										
		327	¤ M«ng Bé	4				1334;2746							2;8;3;										
		151	V©n Méng Tr¹ch	4				1574;3100							2;8;4;										
		218	Linh B¶o s¬n	4				1900;3253							2;8;5;										
		306	Giang T©n Th«n	4				1332;2843							2;8;6;										
		406	Vò L¨ng s¬n	4				1284;3166							2;8;7;										
		405	Ch©n nói Vò L¨ng	4				1285;2822							2;8;9;1;										
		111	Thanh Khª ®éng	4				1603;3205							2;8;9;2;										
		213	ThiÕu L©m mËt thÊt-1	4				1639;3191							2;8;9;3;										
		214	ThiÕu L©m mËt thÊt-2	4				1647;3184							2;8;9;4;										
		216	T­êng V©n ®éng	4				1588;3214							2;8;9;5;										
		210	D­¬ng Trung ®éng-1	4				1602;3200							2;8;9;6;										
		211	D­¬ng Trung ®éng-2	4				1998;3172							2;8;9;7;										
		212	D­¬ng Trung ®éng-3	4				1607;3200							2;8;9;9;1;										
		315	B¨ng T©m ®éng_1	4				1594;3167							2;8;9;9;2;										
		316	B¨ng T©m ®éng_2	4				1577;3446							2;8;9;9;3;										
		317	Tróc Ty ®éng_1	4				1334;3153							2;8;9;9;4;										
		318	Tróc Ty ®éng-2	4				1320;3162							2;8;9;9;5;										
		324	ThÊt Tinh ®éng-1	4				2140;2876							2;8;9;9;6;										
		325	ThÊt Tinh ®éng-2	4				1606;3196							2;8;9;9;7;										
		604	Nh¹n M«n quan	4				1308;3170							2;8;9;9;9;1;										
		309	KiÕm C¸c Thôc ®¹o	4				1095;3290							2;8;9;9;9;2;										
		401	§iÓm Th­¬ng s¬n	4				1751;2980							2;8;9;9;9;3;										
		107	Vò Di s¬n	4				1292;3163							2;8;9;9;9;4;										
		311	Phôc Ng­u s¬n	4				1415;3200							2;8;9;9;9;5;										
		208	L­¬ng S¬n B¹c	4				1577;3305							2;8;9;9;9;6;										
		112	L­ìng Thñy ®éng_1	4				1559;2707							2;8;9;9;9;7;										
		113	L­ìng Thñy ®éng_2	4				1547;3319							2;8;9;9;9;9;1;										
		321	Kim Quang ®éng	4				1625;3625							2;8;9;9;9;9;2;										
		302	Thanh Thµnh s¬n	4				1588;3168							2;8;9;9;9;9;3;										
		319	Phong Ma ®éng-1	4				1602;3212							2;8;9;9;9;9;4;										
		320	Phong Ma ®éng-2	4				1604;3214							2;8;9;9;9;9;5;										
		420	YÕn Tö ®éng-1	4				1405;3733							2;8;9;9;9;9;6;										
		421	YÕn Tö ®éng-2	4				1559;3457							2;8;9;9;9;9;7;										
		215	H¾c Phong ®éng	4				1743;3322							2;8;9;9;9;9;9;1;										
		322	Long Hæ ®éng-1	4				1470;3350							2;8;9;9;9;9;9;2;										
		323	Long Hæ ®éng-2	4				1437;3382							2;8;9;9;9;9;9;3;										
		414	Phông Nh·n ®éng	4				1627;3535							2;8;9;9;9;9;9;4;										
		416	B¹ch Thñy ®éng-1	4				1565;3158							2;8;9;9;9;9;9;5;										
		417	B¹ch Thñy ®éng-2	4				1606;3611							2;8;9;9;9;9;9;6;										
		103	§«ng H¶i H¶i T©n 1	4				1662;3036							2;8;9;9;9;9;9;7;										
		104	§«ng H¶i H¶i T©n 2	4				1286;3131							2;8;9;9;9;9;9;9;1;										
		412	Long Nh·n ®éng-1	4				1859;3179							2;8;9;9;9;9;9;9;2;										
		413	Long Nh·n ®éng-2	4				1894;3397							2;8;9;9;9;9;9;9;3;										
		313	Thiªn S­ ®éng-1	4				1410;3484							2;8;9;9;9;9;9;9;4;										
		314	Thiªn S­ ®éng-2	4				1595;3063							2;8;9;9;9;9;9;9;5;										
		307	Phong §«	4				1472;3192							2;8;9;9;9;9;9;9;6;										
		601	§¹i Th¶o Nguyªn 1	4				1588;3200							2;8;9;9;9;9;9;9;7;										
		602	§¹i Th¶o Nguyªn 2	4				1453;3257							2;8;9;9;9;9;9;9;9;1;										
		600	Bé l¹c V­¬ng Kú	4				1350;3202							2;8;9;9;9;9;9;9;9;2;										
		102	§µo Hoa ®¶o	4				1459;3163							2;8;9;9;9;9;9;9;9;3;										
		328	Quû M«n Håi Lang	4				1623;3995							2;8;9;9;9;9;9;9;9;4;										
		109	Thanh ¢m ®éng_1	4				1589;2743							2;8;9;9;9;9;9;9;9;5;										
		110	Thanh ¢m ®éng_2	4				1597;2694							2;8;9;9;9;9;9;9;9;6;										
		402	T©y Song B¶n N¹p B¾c 	4				1557;2724							2;8;9;9;9;9;9;9;9;7;										
		403	T©y Song B¶n N¹p Nam 	4				1579;2951							2;8;9;9;9;9;9;9;9;9;1;										
		409	Thiªn TÇm th¸p_1	4				1550;3247							2;8;9;9;9;9;9;9;9;9;2;										
		410	Thiªn TÇm th¸p_2	4				1442;3122							2;8;9;9;9;9;9;9;9;9;3;										
		411	Thiªn TÇm th¸p_3	4				1364;3481							2;8;9;9;9;9;9;9;9;9;4;										
		114	V­¬ng MÉu ®éng_1	4				1594;3498							2;8;9;9;9;9;9;9;9;9;5;										
		115	V­¬ng MÉu ®éng_2	4				1672;3224							2;8;9;9;9;9;9;9;9;9;6;										
		116	V­¬ng MÉu ®éng-3	4				1729;3064							2;8;9;9;9;9;9;9;9;9;7;										
		329	Thiªn s­ bİ c¶nh	4				1886;3762							2;8;9;9;9;9;9;9;9;9;9;1;										
		504	B¾c Phông T­êng	4				1302;3169							2;8;9;9;9;9;9;9;9;9;9;2;										
		501	Nam Phông T­êng	4				1543;2858							2;8;9;9;9;9;9;9;9;9;9;3;										
		507	Long M«n trÊn	4				1878;3462							2;8;9;9;9;9;9;9;9;9;9;4;										
		508	Quang Minh ®Ønh	4				1784;3328							2;8;9;9;9;9;9;9;9;9;9;5;										
		503	TÇn L¨ng	4				1285;2872							2;8;9;9;9;9;9;9;9;9;9;6;										
		513	Hoµng L¨ng mé thÊt tÇng 1	4				1736;2874							2;8;9;9;9;9;9;9;9;9;9;7;										
		514	Hoµng L¨ng mé thÊt tÇng 2	4				1520;3106							2;8;9;9;9;9;9;9;9;9;9;9;1;										
		511	Cæ D­¬ng ®éng_1	4				2062;3356							2;8;9;9;9;9;9;9;9;9;9;9;2;										
		512	Cæ D­¬ng ®éng_2	4				1681;3115							2;8;9;9;9;9;9;9;9;9;9;9;3;										
		505	D­îc V­¬ng cèc	4				1317;3114							2;8;9;9;9;9;9;9;9;9;9;9;4;										
		510	D­îc V­¬ng ®éng	4				1287;2945							2;8;9;9;9;9;9;9;9;9;9;9;5;										
		506	Mª cung sa m¹c	4				1509;3138							2;8;9;9;9;9;9;9;9;9;9;9;6;										
		118	Dao Tiªn ®éng	4				1624;3212							2;8;9;9;9;9;9;9;9;9;9;9;7;										
		204	ThiÕu L©m	4				1599;3182							3;1;										
		312	Vâ §ang	4				1825;3323							3;2;										
		209	C¸i Bang	4				1547;3183							3;3;										
		303	Nga My	4				1645;3159							3;4;										
		305	§­êng M«n	4				1598;2824							3;5;										
		219	D­¬ng M«n	4				1538;3151							3;6;										
		407	Ngò §éc	4				1609;3193							3;7;										
		509	C«n L«n	4				1424;3444							3;8;1;										
		404	Thóy Yªn	4				1484;2828							3;8;3;										
		152	Minh gi¸o	4				1690;3289							3;8;2;
		200	Thñ khè (§«ng)	4				1488;2953							4;1;1;										
		200	Thñ khè (Nam)	4				1296;2990							4;1;2;										
		200	Thñ khè (T©y)	4				1272;2774							4;1;3;										
		200	D· TÈu	4				1183;2826							4;1;4;										
		200	Thè TiÓu Nha	4				1169;2845							4;1;5;										
		200	Chñ th­¬ng héi	4				1360;2925							4;1;6;										
		200	Th­¬ng nh©n T©y Vùc	4				1439;2956							4;1;7;										
		200	LÔ quan	4				1482;2764							4;1;8;1;										
		200	Bé ®Çu	4				1392;2659							4;1;8;2;										
		200	ThÇn Du Ch©n Nh©n	4				1150;2850							4;1;8;3;										
		200	Sø gi¶ Tµng KiÕm	4				1228;2761							4;1;8;4;										
		200	§¹i sø ho¹t ®éng cuèi tuÇn	4				1379;2870							4;1;8;5;										
		200	TriÖu Phæ	4				1401;2663							4;1;8;6;										
		200	Ch©n Tö §¬n	4				1392;2817							4;1;8;7;										
		300	Thñ khè (Nam)	4				1682;3652							4;2;1;										
		300	Thñ khè (T©y)	4				1693;3460							4;2;2;										
		300	Thñ khè (B¾c)	4				1925;3473							4;2;3;										
		300	D· TÈu	4				1634;3549							4;2;4;										
		300	Thè TiÓu Nha	4				1653;3559							4;2;5;										
		300	Chñ th­¬ng héi	4				1897;3492							4;2;6;										
		300	Th­¬ng nh©n T©y Vùc	4				1794;3608							4;2;7;										
		300	LÔ quan	4				1787;3497							4;2;8;1;										
		300	Bé ®Çu	4				1779;3473							4;2;8;2;										
		300	ThÇn Du Ch©n Nh©n	4				1974;3552							4;2;8;3;										
		300	Sø gi¶ Tµng KiÕm	4				1776;3701							4;2;8;4;										
		300	§¹i sø c«ng thµnh	4				1742;3549							4;2;8;5;										
		300	Qu¶n thµnh sø	4				1728;3536							4;2;8;6;										
		300	Tiªu s­	4				1822;3378							4;2;8;7;										
		300	Chñ l«i ®µi	4				1840;3570							4;2;8;9;1;										
		300	Chu ThiÖn Nh©n	4				1959;3545							4;2;8;9;2;										
		100	Thñ khè (§«ng)	4				1554;3075							4;3;1;										
		100	Thñ khè (T©y)	4				1387;2902							4;3;2;										
		100	Thñ khè (B¾c)	4				1518;2869							4;3;3;										
		100	D· TÈu	4				1447;2800							4;3;4;										
		100	Thè TiÓu Nha	4				1459;2811							4;3;5;										
		100	Chñ th­¬ng héi	4				1537;2933							4;3;6;										
		100	Th­¬ng nh©n T©y Vùc	4				1499;3059							4;3;7;										
		100	LÔ quan	4				1512;2990							4;3;8;1;										
		100	Bé ®Çu	4				1519;2988							4;3;8;2;										
		100	ThÇn Du Ch©n Nh©n	4				1381;2857							4;3;8;3;										
		100	Sø gi¶ Tµng KiÕm	4				1509;3107							4;3;8;4;										
		150	Thñ khè (§«ng)	4				1757;3178							4;4;1;										
		150	Thñ khè (Nam)	4				1614;3173							4;4;2;										
		150	Thñ khè (T©y)	4				1633;3052							4;4;3;										
		150	Thñ khè (B¾c)	4				1727;3073							4;4;4;										
		150	Thè TiÓu Nha	4				1680;3118							4;4;5;										
		150	Chñ th­¬ng héi	4				1635;3139							4;4;6;										
		150	Th­¬ng nh©n T©y Vùc	4				1653;3109							4;4;7;										
		150	Bé ®Çu	4				1738;3158							4;4;8;1;										
		150	Sø gi¶ Tµng KiÕm	4				1744;3121							4;4;8;2;										
		150	§¹i sø ho¹t ®éng cuèi tuÇn	4				1713;3137							4;4;8;3;										
		150	ChØ huy sø	4				1680;3161							4;4;8;4;										
		150	Tö Quang C¸c L·o Nh©n	4				1650;3174							4;4;8;5;										
		150	Bµ mai	4				1600;3136							4;4;8;6;										
		150	X¶o n÷	4				1588;3143							4;4;8;7;										
		150	Sø gi¶ h«n lÔ	4				1711;3046							4;4;8;9;1;										
		150	§Æc sø Vâ L©m	4				1701;3170							4;4;8;9;2;										
		350	Thñ khè (Nam)	4				1387;3065							4;5;1;										
		350	Thñ khè (T©y)	4				1359;2869							4;5;2;										
		350	Thñ khè (B¾c)	4				1532;2861							4;5;3;										
		350	Thè TiÓu Nha	4				1436;2808							4;5;4;										
		350	Chñ th­¬ng héi	4				1455;2924							4;5;5;										
		350	Th­¬ng nh©n T©y Vùc	4				1497;2882							4;5;6;										
		350	Bé ®Çu	4				1506;2997							4;5;7;										
		350	Sø gi¶ Tµng KiÕm	4				1394;2850							4;5;8;1;										
		350	§¹i sø ho¹t ®éng cuèi tuÇn	4				1452;2968							4;5;8;2;										
		350	ChØ huy sø	4				1503;3023							4;5;8;3;										
		350	Thî rÌn L­u	4				1415;2930							4;5;8;4;										
		350	M¹c Tam	4				1345;2924							4;5;8;5;										
		350	Minh Chñ Kim S¬n	4				1433;2769							4;5;8;6;										
		400	Thñ khè (§«ng)	4				1528;3111							4;6;1;										
		400	Thñ khè (Nam)	4				1455;3070							4;6;2;										
		400	Thñ khè (B¾c)	4				1553;2912							4;6;3;										
		400	Thè TiÓu Nha	4				1485;3018							4;6;4;										
		400	Chñ th­¬ng héi	4				1486;2924							4;6;5;										
		400	Th­¬ng nh©n T©y Vùc	4				1428;3005							4;6;6;										
		400	LÔ quan	4				1506;2847							4;6;7;										
		500	Thñ khè (§«ng)	4				1795;3216							4;7;1;										
		500	Thñ khè (Nam)	4				1656;3215							4;7;2;										
		500	Thñ khè (T©y)	4				1677;3095							4;7;3;										
		500	Thñ khè (B¾c)	4				1827;3049							4;7;4;										
		500	Chñ th­¬ng héi	4				1771;3186							4;7;5;										
		500	Bé ®Çu	4				1893;3113							4;7;6;										
		500	Thè tæng qu¶n	4				1762;3127							4;7;7;										
		500	Long Quang Ch©n Nh©n	4				1640;3183							4;7;8;1;										
		300	Thµnh §« §¹i Kho¸ng C«ng (®µo kho¸ng)	4				1836;3430							5;1;										
		300	Thµnh §« Hoµng §¹i ThÈm (KĞo t¬)	4				1848;3493							5;2;										
		200	BiÖn Kinh L­u NhÊt Phñ (§èn gç)	4				1220;2909							5;3;										
		200	BiÖn Kinh thî s¨n Tr­¬ng (Thuéc da)	4				1347;3029							5;4;										
		100	TuyÒn Ch©u M¹c Qu©n §¹o tr­ëng (TËp linh)	4				1393;2969							5;5;										
		100	TuyÒn Ch©u L©m D­îc S­ (H¸i thuèc)	4				1555;2961							5;6;										
		100	TuyÒn Ch©u Lı Phong Thu (Canh t¸c)	4				1603;2968							5;7;										
		318	Ph©n ®µ s¸t thñ ®­êng	4				1568;2757							6;1;1;										
		204	ThiÕu L©m HuyÒn Kh«ng	4				1644;3270							6;2;1;										
		305	§­êng M«n §­êng T« M¹c	4				1674;2936							6;2;2;										
		303	Nga My TuÖ V©n S­ Th¸i	4				1715;3059							6;2;3;										
		209	C¸i Bang Bµng L· Väng	4				1530;3209							6;2;4;										
		312	Vâ §ang TiÕt V©n Tranh	4				1871;3276							6;2;5;										
		219	D­¬ng M«n D­¬ng Diªn Chiªu	4				1542;2939							6;2;6;										
		407	Ngò §éc C©u S¸ch	4				1572;3160							6;2;7;										
		509	C«n L«n  TrÇn BÊt Vi	4				1539;3230							6;2;8;1;										
		404	Thóy Yªn  L­u Thanh Mi	4				1539;2698							6;2;8;2;										
		200	TriÖu Diªn Niªn (b¸o danh Nh¹n M«n quan-Tèng) 	4				1291;2873							6;3;1;										
		200	Tiªu ViÔn L©u (b¸o danh Nh¹n M«n quan-Liªu)	4				1301;2793							6;3;2;										
		500	D­¬ng HiÖt (Ngäc M«n quan b¸o danh_Tèng)	4				1830;3144							6;3;3;										
		500	TÇn Thiªn T«n (b¸o danh Ngäc m«n quan-Liªu)	4				1710;3238							6;3;4;										
		808	Chiªu mé sø-Liªu	4				1645;3180							6;3;5;										
		808	Chiªu mé sø-Tèng	4				1735;3074							6;3;6;										
		806	Chiªu mé sø-Liªu	4				1643;3180							6;3;7;										
		806	Chiªu mé sø-Tèng	4				1733;3073							6;3;8;1;										
		500	MËt th¸m §¹i Tèng T©y Vùc (mËt th¸m T©y Vùc)	4				1762;3147							6;4;1;										
		512	§Ö tö C«n L«n (mËt ®éng Cæ D­¬ng)	4				2052;3416							6;4;2;										
		513	Thñ Mé Nh©n (mËt ®¹o Hoµng l¨ng)	4				1595;3190							6;4;3;										
		510	D­îc thÊt thñ vÖ (LuyÖn ®¬n ®éng)	4				1574;2867							6;4;4;										
		514	Thñ Mé T­íng Qu©n (mËt thÊt Hoµng l¨ng)	4				1725;2873							6;4;5;										
		506	Ngò Hµnh TrËn Sø (Ngò Hµnh TrËn)	4				1316;2726							6;4;6;										
		506	B¹ch Thiªn Thµnh (TËn cïng sa m¹c)	4				1544;2668							6;4;7;										
		507	TiÓu NhŞ (yÕn tiÖc Long M«n)	4				1651;3304							6;4;8;1;										
		502	Hoa S¬n	4				1637;3237							6;5;1;										
		6016	Mai Trang	4				1499;3094							6;5;2;										
		6024	ThiÕt Ch­ëng S¬n Trang	4				1652;3093							6;5;3;										
		6025	ThÇn ®iÖn	4				1699;3397							6;5;4;										
100	TuyÒn Ch©u	425	Vâ L©m Minh	2	\script\½­ÄÏÇø\ÈªÖİ\npc\ÈªÖİ³µ·ò.lua		Xa phu TuyÒn Ch©u	1370;2892	Xa phu TuyÒn Ch©u	1508;2881	Xa phu TuyÒn Ch©u	1541;3061			7;										
200	BiÖn Kinh	425	Vâ L©m Minh	2	\script\ÖĞÔ­Ò»Çø\ãê¾©\npc\ãê¾©³µ·ò.lua		Xa phu	1260;2953	Xa phu	1268;2720	Xa phu	1469;2984			7;										
300	Thµnh §«	425	Vâ L©m Minh	2	\script\ÖĞÔ­¶şÇø\³É¶¼\npc\³É¶¼³µ·ò.lua		Xa phu	1675;3493	Xa phu	1707;3691	Xa phu	1886;3443	Xa phu	1895;3632	7;										
425	Vâ L©m Minh	300	Thµnh §«	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							1;										
425	Vâ L©m Minh	100	TuyÒn Ch©u	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							2;										
425	Vâ L©m Minh	350	T­¬ng D­¬ng	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							3;										
425	Vâ L©m Minh	150	D­¬ng Ch©u	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							4;										
425	Vâ L©m Minh	500	Phông T­êng	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							5;										
425	Vâ L©m Minh	400	§¹i Lı	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							6;										
425	Vâ L©m Minh	200	BiÖn Kinh	2	\script\tong\npc_chehu.lua		Xa Phu Vâ L©m Minh	1740;3230							7;										
