Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	HiÖu øng	Gi÷ l¹i b	L­u c	L­u d	L­u e	L­u f	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh (1=nam; 2=n÷)	ThÓ h×nh (1=nam tiªu chuÈn; 2=nam kh«i ng«; 3=n÷ gîi c¶m; 4=kiÒu n÷)	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi trang bŞ lªn ng­êi sÏ hiÖn tªn lo¹i h×nh	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	L­u ( Ch÷ sè)	Gi¸ trŞ
Ngäc L« H­¬ng	0	121	405				405;406							1	2	3		\image\item\ornament\»¯µû·ÉÍÈ²¿ºìÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿ºìÉ«a0.spr	Cung ®×nh vµng, nhang khãi bay, v¹n ®êi nhí th¸nh ©n.		ThÇn bİ		1	2	1			999
Ngäc L« H­¬ng	0	121	406				407;408							1	2	4		\image\item\ornament\»¯µû·ÉÍÈ²¿ºìÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿ºìÉ«a0.spr	Cung ®×nh vµng, nhang khãi bay, v¹n ®êi nhí th¸nh ©n.		ThÇn bİ		1	2	1			999
Thóy M¹c	0	119	407				411;412							1	1	1		\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a0.spr	Mµn xanh tiÖc r­îu, c¶nh s¾c khã quªn.		ThÇn bİ		1	2	1			999
Thóy M¹c	0	119	408				413;414							1	1	2		\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a0.spr	Mµn xanh tiÖc r­îu, c¶nh s¾c khã quªn.		ThÇn bİ		1	2	1			999
Thóy M¹c	0	119	409				415;416							1	2	3		\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a0.spr	Mµn xanh tiÖc r­îu, c¶nh s¾c khã quªn.		ThÇn bİ		1	2	1			999
Thóy M¹c	0	119	410				417;418							1	2	4		\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿»ÆÉ«a0.spr	Mµn xanh tiÖc r­îu, c¶nh s¾c khã quªn.		ThÇn bİ		1	2	1			999
Ngäc ChØ Tr× Th­¬ng	0	120	407				0;407							1	1	1		\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a0.spr	D­¬ng Quang tiÕng vang r­êm cét cao, r­îu ngon nµy sÏ uèng cïng ai.		ThÇn bİ		1	2	1			999
Ngäc ChØ Tr× Th­¬ng	0	120	408				0;408							1	1	2		\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a0.spr	D­¬ng Quang tiÕng vang r­êm cét cao, r­îu ngon nµy sÏ uèng cïng ai.		ThÇn bİ		1	2	1			999
Ngäc ChØ Tr× Th­¬ng	0	120	409				0;409							1	2	3		\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a0.spr	D­¬ng Quang tiÕng vang r­êm cét cao, r­îu ngon nµy sÏ uèng cïng ai.		ThÇn bİ		1	2	1			999
Ngäc ChØ Tr× Th­¬ng	0	120	410				0;410							1	2	4		\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿»ÆÉ«a0.spr	D­¬ng Quang tiÕng vang r­êm cét cao, r­îu ngon nµy sÏ uèng cïng ai.		ThÇn bİ		1	2	1			999
Tróc Phong L·ng	0	121	407				409;410							1	1	1		\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a0.spr	Giã m¸t bªn bê tróc xanh biÕc, ®ªm s¸ng tr¨ng trßn trän nhí nhung.		ThÇn bİ		1	2	1			999
Tróc Phong L·ng	0	121	408				411;412							1	1	2		\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a0.spr	Giã m¸t bªn bê tróc xanh biÕc, ®ªm s¸ng tr¨ng trßn trän nhí nhung.		ThÇn bİ		1	2	1			999
Tróc Phong L·ng	0	121	409				413;414							1	2	3		\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a0.spr	Giã m¸t bªn bê tróc xanh biÕc, ®ªm s¸ng tr¨ng trßn trän nhí nhung.		ThÇn bİ		1	2	1			999
Tróc Phong L·ng	0	121	410				415;416							1	2	4		\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿»ÆÉ«a0.spr	Giã m¸t bªn bê tróc xanh biÕc, ®ªm s¸ng tr¨ng trßn trän nhí nhung.		ThÇn bİ		1	2	1			999
Häa Kİch CÈm Xa	0	119	411				419;420							1	1	1		\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a0.spr	Häa kİch cÈm xa lµ b¹n cò, trèng tiªu m·i gi÷ ch©n kh¸ch quen.		ThÇn bİ		1	2	1			999
Häa Kİch CÈm Xa	0	119	412				421;422							1	1	2		\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a0.spr	Häa kİch cÈm xa lµ b¹n cò, trèng tiªu m·i gi÷ ch©n kh¸ch quen.		ThÇn bİ		1	2	1			999
Häa Kİch CÈm Xa	0	119	413				423;424							1	2	3		\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a0.spr	Häa kİch cÈm xa lµ b¹n cò, trèng tiªu m·i gi÷ ch©n kh¸ch quen.		ThÇn bİ		1	2	1			999
Häa Kİch CÈm Xa	0	119	414				425;426							1	2	4		\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É¼ç²¿Ç³À¶a0.spr	Häa kİch cÈm xa lµ b¹n cò, trèng tiªu m·i gi÷ ch©n kh¸ch quen.		ThÇn bİ		1	2	1			999
Nam Phæ Ba Mé	0	120	411				0;411							1	1	1		\image\item\ornament\»¯µû·É±³²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É±³²¿Ç³À¶a0.spr	Hoµng h«n xu©n Nam Phæ, nhí d¸ng vÎ ng­êi x­a.		ThÇn bİ		1	2	1			999
Nam Phæ Ba Mé	0	120	412				0;412							1	1	2		\image\item\ornament\»¯µû·É±³²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É±³²¿Ç³À¶a0.spr	Hoµng h«n xu©n Nam Phæ, nhí d¸ng vÎ ng­êi x­a.		ThÇn bİ		1	2	1			999
Nam Phæ Ba Mé	0	120	413				0;413							1	2	3		\image\item\ornament\»¯µû·É±³²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É±³²¿Ç³À¶a0.spr	Hoµng h«n xu©n Nam Phæ, nhí d¸ng vÎ ng­êi x­a.		ThÇn bİ		1	2	1			999
Nam Phæ Ba Mé	0	120	414				0;414							1	2	4		\image\item\ornament\»¯µû·É±³²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·É±³²¿Ç³À¶a0.spr	Hoµng h«n xu©n Nam Phæ, nhí d¸ng vÎ ng­êi x­a.		ThÇn bİ		1	2	1			999
Ch©u Liªm Vò	0	121	411				417;418							1	1	1		\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a0.spr	M­a r¬i bªn rÌm cöa, hoa tuyÕt bay th©u ®ªm.		ThÇn bİ		1	2	1			999
Ch©u Liªm Vò	0	121	412				419;420							1	1	2		\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a0.spr	M­a r¬i bªn rÌm cöa, hoa tuyÕt bay th©u ®ªm.		ThÇn bİ		1	2	1			999
Ch©u Liªm Vò	0	121	413				421;422							1	2	3		\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a0.spr	M­a r¬i bªn rÌm cöa, hoa tuyÕt bay th©u ®ªm.		ThÇn bİ		1	2	1			999
Ch©u Liªm Vò	0	121	414				423;424							1	2	4		\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿Ç³À¶a0.spr	M­a r¬i bªn rÌm cöa, hoa tuyÕt bay th©u ®ªm.		ThÇn bİ		1	2	1			999
LiÔu H¹	0	119	415				427;428							1	1	1		\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a0.spr	Gèc liÔu vang tiÕng ®µn kÎ l¹, bôi hoa rén rµng tiÕng rong ch¬i.		ThÇn bİ		1	2	1			999
LiÔu H¹	0	119	416				429;430							1	1	2		\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a0.spr	Gèc liÔu vang tiÕng ®µn kÎ l¹, bôi hoa rén rµng tiÕng rong ch¬i.		ThÇn bİ		1	2	1			999
LiÔu H¹	0	119	417				431;432							1	2	3		\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a0.spr	Gèc liÔu vang tiÕng ®µn kÎ l¹, bôi hoa rén rµng tiÕng rong ch¬i.		ThÇn bİ		1	2	1			999
LiÔu H¹	0	119	418				433;434							1	2	4		\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É¼ç²¿×ÏÉ«a0.spr	Gèc liÔu vang tiÕng ®µn kÎ l¹, bôi hoa rén rµng tiÕng rong ch¬i.		ThÇn bİ		1	2	1			999
Hång Song D¹ NguyÖt	0	120	415				0;415							1	1	1		\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a0.spr	Th­ viÕt bªn bËc cöa d­íi tr¨ng, ai sÏ göi g¾m cho TiÓu Liªn.		ThÇn bİ		1	2	1			999
Hång Song D¹ NguyÖt	0	120	416				0;416							1	1	2		\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a0.spr	Th­ viÕt bªn bËc cöa d­íi tr¨ng, ai sÏ göi g¾m cho TiÓu Liªn.		ThÇn bİ		1	2	1			999
Hång Song D¹ NguyÖt	0	120	417				0;417							1	2	3		\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a0.spr	Th­ viÕt bªn bËc cöa d­íi tr¨ng, ai sÏ göi g¾m cho TiÓu Liªn.		ThÇn bİ		1	2	1			999
Hång Song D¹ NguyÖt	0	120	418				0;418							1	2	4		\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·É±³²¿×ÏÉ«a0.spr	Th­ viÕt bªn bËc cöa d­íi tr¨ng, ai sÏ göi g¾m cho TiÓu Liªn.		ThÇn bİ		1	2	1			999
Gi¸ng L¹p	0	121	415				425;426							1	1	1		\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a0.spr	NÕn ®æ lÖ t»m xu©n nh¶ t¬, béc lé nçi ®au th­¬ng ©m Ø.		ThÇn bİ		1	2	1			999
Gi¸ng L¹p	0	121	416				427;428							1	1	2		\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a0.spr	NÕn ®æ lÖ t»m xu©n nh¶ t¬, béc lé nçi ®au th­¬ng ©m Ø.		ThÇn bİ		1	2	1			999
Gi¸ng L¹p	0	121	417				429;430							1	2	3		\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a0.spr	NÕn ®æ lÖ t»m xu©n nh¶ t¬, béc lé nçi ®au th­¬ng ©m Ø.		ThÇn bİ		1	2	1			999
Gi¸ng L¹p	0	121	418				431;432							1	2	4		\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a1.spr	\image\item\ornament\»¯µû·ÉÍÈ²¿×ÏÉ«a0.spr	NÕn ®æ lÖ t»m xu©n nh¶ t¬, béc lé nçi ®au th­¬ng ©m Ø.		ThÇn bİ		1	2	1			999
Thu Thñy Phï Dung	0	119	419				435;436							1	1	1		\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a0.spr	Nhan s¾c xinh ®Ñp tùa tiªn tö, mét n¨m sãng giã l¹i t­¬ng phïng.		ThÇn bİ		1	2	1			999
Thu Thñy Phï Dung	0	119	420				437;438							1	1	2		\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a0.spr	Nhan s¾c xinh ®Ñp tùa tiªn tö, mét n¨m sãng giã l¹i t­¬ng phïng.		ThÇn bİ		1	2	1			999
Thu Thñy Phï Dung	0	119	421				439;440							1	2	3		\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a0.spr	Nhan s¾c xinh ®Ñp tùa tiªn tö, mét n¨m sãng giã l¹i t­¬ng phïng.		ThÇn bİ		1	2	1			999
Thu Thñy Phï Dung	0	119	422				441;442							1	2	4		\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿°×É«a0.spr	Nhan s¾c xinh ®Ñp tùa tiªn tö, mét n¨m sãng giã l¹i t­¬ng phïng.		ThÇn bİ		1	2	1			999
V©n CÈm Lo¹n	0	120	419				0;419							1	1	1		\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a0.spr	Bê Thiªn C¬, lo¹n V©n CÈm, nhí v« cïng.		ThÇn bİ		1	2	1			999
V©n CÈm Lo¹n	0	120	420				0;420							1	1	2		\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a0.spr	Bê Thiªn C¬, lo¹n V©n CÈm, nhí v« cïng.		ThÇn bİ		1	2	1			999
V©n CÈm Lo¹n	0	120	421				0;421							1	2	3		\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a0.spr	Bê Thiªn C¬, lo¹n V©n CÈm, nhí v« cïng.		ThÇn bİ		1	2	1			999
V©n CÈm Lo¹n	0	120	422				0;422							1	2	4		\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿°×É«a0.spr	Bê Thiªn C¬, lo¹n V©n CÈm, nhí v« cïng.		ThÇn bİ		1	2	1			999
Ng©n Hµ	0	121	419				433;434							1	1	1		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a0.spr	Ng©n Hµ xa c¸ch, göi giã trêi t©y.		ThÇn bİ		1	2	1			999
Ng©n Hµ	0	121	420				435;436							1	1	2		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a0.spr	Ng©n Hµ xa c¸ch, göi giã trêi t©y.		ThÇn bİ		1	2	1			999
Ng©n Hµ	0	121	421				437;438							1	2	3		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a0.spr	Ng©n Hµ xa c¸ch, göi giã trêi t©y.		ThÇn bİ		1	2	1			999
Ng©n Hµ	0	121	422				439;440							1	2	4		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿°×É«a0.spr	Ng©n Hµ xa c¸ch, göi giã trêi t©y.		ThÇn bİ		1	2	1			999
NguyÖt Lı Chi	0	119	423				443;444							1	1	1		\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
NguyÖt Lı Chi	0	119	424				445;446							1	1	2		\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
NguyÖt Lı Chi	0	119	425				447;448							1	2	3		\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
NguyÖt Lı Chi	0	119	426				449;450							1	2	4		\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
Kh«ng Trung Lé	0	120	423				0;423							1	1	1		\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
Kh«ng Trung Lé	0	120	424				0;424							1	1	2		\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
Kh«ng Trung Lé	0	120	425				0;425							1	2	3		\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
Kh«ng Trung Lé	0	120	426				0;426							1	2	4		\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
T©m Sinh Vò	0	121	423				441;442							1	1	1		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
T©m Sinh Vò	0	121	424				443;444							1	1	2		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
T©m Sinh Vò	0	121	425				445;446							1	2	3		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
T©m Sinh Vò	0	121	426				447;448							1	2	4		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿ºìÉ«a0.spr	Nh¸nh bµ sa d­íi tr¨ng, s­¬ng Èn gi÷a kh«ng trung.		ThÇn bİ		1	2	1			999
TiÓu §µo T¹ HËu	0	119	427				451;452							1	1	1		\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a0.spr	Khi hoa ®µo hĞo óa, c¸nh Ğn l¹i chung ®«i.		ThÇn bİ		1	2	1			999
TiÓu §µo T¹ HËu	0	119	428				453;454							1	1	2		\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a0.spr	Khi hoa ®µo hĞo óa, c¸nh Ğn l¹i chung ®«i.		ThÇn bİ		1	2	1			999
TiÓu §µo T¹ HËu	0	119	429				455;456							1	2	3		\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a0.spr	Khi hoa ®µo hĞo óa, c¸nh Ğn l¹i chung ®«i.		ThÇn bİ		1	2	1			999
TiÓu §µo T¹ HËu	0	119	430				457;458							1	2	4		\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿»ÆÉ«a0.spr	Khi hoa ®µo hĞo óa, c¸nh Ğn l¹i chung ®«i.		ThÇn bİ		1	2	1			999
Khinh Yªn HiÓu Minh	0	120	427				0;427							1	1	1		\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a0.spr	MÆt trêi s­¬ng mê, s«ng n­íc xa x«i.		ThÇn bİ		1	2	1			999
Khinh Yªn HiÓu Minh	0	120	428				0;428							1	1	2		\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a0.spr	MÆt trêi s­¬ng mê, s«ng n­íc xa x«i.		ThÇn bİ		1	2	1			999
Khinh Yªn HiÓu Minh	0	120	429				0;429							1	2	3		\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a0.spr	MÆt trêi s­¬ng mê, s«ng n­íc xa x«i.		ThÇn bİ		1	2	1			999
Khinh Yªn HiÓu Minh	0	120	430				0;430							1	2	4		\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿»ÆÉ«a0.spr	MÆt trêi s­¬ng mê, s«ng n­íc xa x«i.		ThÇn bİ		1	2	1			999
L­u Oanh	0	121	427				449;450							1	1	1		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a0.spr	Chim oanh rİu rİt t©m sù buån, tiÕc thay ch¼ng ai hiÓu nçi lßng.		ThÇn bİ		1	2	1			999
L­u Oanh	0	121	428				451;452							1	1	2		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a0.spr	Chim oanh rİu rİt t©m sù buån, tiÕc thay ch¼ng ai hiÓu nçi lßng.		ThÇn bİ		1	2	1			999
L­u Oanh	0	121	429				453;454							1	2	3		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a0.spr	Chim oanh rİu rİt t©m sù buån, tiÕc thay ch¼ng ai hiÓu nçi lßng.		ThÇn bİ		1	2	1			999
L­u Oanh	0	121	430				455;456							1	2	4		\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a1.spr	\image\item\ornament\Ë«Ë«ÑàÍÈ²¿»ÆÉ«a0.spr	Chim oanh rİu rİt t©m sù buån, tiÕc thay ch¼ng ai hiÓu nçi lßng.		ThÇn bİ		1	2	1			999
Khinh Nhiªu	0	119	431				459;460							1	1	1		\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a0.spr	Nçi nhí ch¼ng thÓ ngõng, ®«i lóc lµm ta ®au.		ThÇn bİ		1	2	1			999
Khinh Nhiªu	0	119	432				461;462							1	1	2		\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a0.spr	Nçi nhí ch¼ng thÓ ngõng, ®«i lóc lµm ta ®au.		ThÇn bİ		1	2	1			999
Khinh Nhiªu	0	119	433				463;464							1	2	3		\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a0.spr	Nçi nhí ch¼ng thÓ ngõng, ®«i lóc lµm ta ®au.		ThÇn bİ		1	2	1			999
Khinh Nhiªu	0	119	434				465;466							1	2	4		\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a1.spr	\image\item\ornament\Ë«Ë«Ñà¼ç²¿À¶É«a0.spr	Nçi nhí ch¼ng thÓ ngõng, ®«i lóc lµm ta ®au.		ThÇn bİ		1	2	1			999
B¾c Chö	0	120	431				0;431							1	1	1		\image\item\ornament\Ë«Ë«Ñà±³²¿À¶É«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿À¶É«a0.spr	Nçi nhí ch¼ng thÓ ngõng, ®«i lóc lµm ta ®au.		ThÇn bİ		1	2	1			999
B¾c Chö	0	120	432				0;432							1	1	2		\image\item\ornament\Ë«Ë«Ñà±³²¿À¶É«a1.spr	\image\item\ornament\Ë«Ë«Ñà±³²¿À¶É«a0.spr	Nçi nhí ch¼ng thÓ ngõng, ®«i lóc lµm ta ®au.		ThÇn bİ		1	2	1			999
