ID	Disc	Type	SkillID1	SrcSkillID1	Magic1	Target1	Value1	Value1Fixup	Rate1	Rate1Fixup	Time1	Time1Fixup	WhenEffect1	Requirement1	SkillID2	Magic2	Target2	Value2	Value2Fixup	Rate2	Rate2Fixup	Time2	Time2Fixup	WhenEffect2	Requirement2	SkillID3	Magic3	Target3	Value3	Value3Fixup	Rate3	Rate3Fixup	Time3	Time3Fixup	WhenEffect3	Requirement3	SkillID4	Magic4	Target4	Value4	Value4Fixup	Rate4	Rate4Fixup	Time4	Time4Fixup	WhenEffect4	Requirement4	SkillID5	Magic5	Target5	Value5	Value5Fixup	Rate5	Rate5Fixup	Time5	Time5Fixup	WhenEffect5	Requirement5	SkillID6	Magic6	Target6	Value6	Value6Fixup	Rate6	Rate6Fixup	Time6	Time6Fixup	WhenEffect6	Requirement6	SkillID7	Magic7	Target7	Value7	Value7Fixup	Rate7	Rate7Fixup	Time7	Time7Fixup	WhenEffect7	Requirement7	SkillID8	Magic8	Target8	Value8	Value8Fixup	Rate8	Rate8Fixup	Time8	Time8Fixup	WhenEffect8	Requirement8	SkillID9	Magic9	Target9	Value9	Value9Fixup	Rate9	Rate9Fixup	Time9	Time9Fixup	WhenEffect9	Requirement9	SkillID10	Magic10	Target10	Value10	Value10Fixup	Rate10	Rate10Fixup	Time10	Time10Fixup	WhenEffect10	Requirement10
259	<color=Gold>KiÕm ý Ph¶n X¹<color=White>: Thêi gian duy tr× kÐo dµi <color=Blue1>[=Value1]%	3	1895		state_skill_persist_time_add	0	100			1	1	1	0																																																																																																				
260	<color=Gold>KiÕm Thñ Kh«ng Minh<color=White>: Tèc ®é xuÊt chiªu cña kÎ ®Þch gi¶m <color=Blue1>[=Value1]%	3	1861	1896	state_burst_dec_rate	1	25			1	36	1	1																																																																																																				
261	<color=Gold>Håi Phong KiÕm Canh<color=White>: Thêi gian gi·n c¸ch rót ng¾n <color=Blue1>[=Value1/18] <color=White>gi©y<color=White>	1	1893		state_cast_interval_reduce	0	270			1	-3	1	8																																																																																																				
262	<color=Gold>Tr¶m Ma §ao Ph¸p<color=White>: Tû lÖ xua tan t¨ng 10%<color=White>	1	24		state_skill_convert_from_1	0	1572888	1		1	-3	1	8		24	state_skill_convert_to_1	0	1979711493	1		1	-3	1	8																																																																																									
263	<color=Gold>Tr¶m Ma §ao Ph¸p<color=White>: Khi tÊn c«ng cã <color=Blue1>[=Rate1]%<color=White> t¨ng <color=Blue1>[=Value1]%<color=White> ngo¹i c«ng cña b¶n th©n, duy tr× 5 gi©y<color=White>	3	24		state_p_attack_percent_add	0	10		25		90	1	1		161	state_p_attack_percent_add	0	10		25		90	1	1																																																																																									
264	<color=Gold>ThiÕu L©m §ao Ph¸p<color=White>: Ph¶n ®ßn <color=Blue1>[=Value1]%<color=White> s¸t th­¬ng néi ngo¹i c«ng, Tr¶m Ma §ao Ph¸p tÊn c«ng cã <color=Blue1>[=Rate3]%<color=White> tû lÖ ¸p chÕ kÎ thï 1 gi©y<color=White>	3	22		state_physic_damage_rebound	0	10			1	-3	1	8		22	state_magic_damage_rebound	0	10			1	-3	1	8		24	state_lock	1		1	10		18	1	1		24	state_block_left_skill	1		1	10		18	1	1		161	state_lock	1		1	10		18	1	1		161	state_block_left_skill	1		1	10		18	1	1																																													
265	<color=Gold>ThiÕu L©m §ao Ph¸p<color=White>: Lùc c«ng ngo¹i t¨ng <color=Blue1>[=Value1]%<color=White>	3	22		state_p_attack_percent_add	0	10			1	-3	1	8																																																																																																				
266	<color=Gold>Nhiªn Méc §ao Ph¸p<color=White>: Tû lÖ xua tan t¨ng 10%<color=White>	1	27		state_skill_convert_from_1	0	1769499	1		1	-3	1	8		27	state_skill_convert_to_1	0	1979908103	1		1	-3	1	8																																																																																									
267	<color=Gold>Nhiªn Méc §ao Ph¸p<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> khiÕn kÎ thï bÞ ¸p chÕ 3 gi©y<color=White>	1	27		state_lock	1		1	10		54	1	1		27	state_block_left_skill	1		1	5		54	1	1		167	state_lock	1		1	5		54	1	1		167	state_block_left_skill	1		1	5		54	1	1																																																																			
268	<color=Gold>§µ L«i Ph¸<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> gióp néi kÝch cña b¶n th©n t¨ng <color=Blue1>[=Value1]%<color=White>, duy tr× 5 gi©y<color=White>	3	51		state_m_attack_percent_add	0	20		80		90	1	1		201	state_m_attack_percent_add	0	20		80		90	1	1																																																																																									
269	<color=Gold>S­ Tö Hèng<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	2	54		state_cast_interval_reduce	0	180			1	-3	1	8																																																																																																				
270	<color=Gold>ThiÕu L©m Tu T©m Ph¸p<color=White>: Tû lÖ néi lùc triÖt tiªu s¸t th­¬ng t¨ng <color=Blue1>[=Value1]%<color=White>	4	47		state_mana_replace_per_damage	0	15			1	-3	1	8																																																																																																				
271	<color=Gold>ThiÕu L©m Tu T©m Ph¸p<color=White>: Tèc ®é xuÊt chiªu cña Phôc Hæ KhÝ K×nh, §µ L«i Ph¸, Cµ Sa Phôc Ma ThÇn C«ng, §¹i Lùc Kim Cang ChØ, S­ Tö Hèng t¨ng <color=Blue1>[=Value1]%<color=White>	3	46		state_burst_enhance_rate	0	50			1	-3	1	8		51	state_burst_enhance_rate	0	50			1	-3	1	8		52	state_burst_enhance_rate	0	50			1	-3	1	8		54	state_burst_enhance_rate	0	50			1	-3	1	8		56	state_burst_enhance_rate	0	50			1	-3	1	8																																																								
272	<color=Gold>Cµ Sa Phôc Ma ThÇn C«ng<color=White>: Sau khi xuÊt kü n¨ng th× néi kÝch cña b¶n th©n t¨ng <color=Blue1>[=Value1]%<color=White>, duy tr× <color=Blue1>[=Time1/18]<color=White> gi©y<color=White>	2	52		state_m_attack_percent_add	0	10			1	180		2		202	state_m_attack_percent_add	0	10			1	180		2		203	state_m_attack_percent_add	0	10			1	180		2																																																																														
273	<color=Gold>BÊt §éng Minh V­¬ng Chó<color=White>: Thêi gian ®Þnh th©n kÐo dµi 1 gi©y<color=White>	4	55		state_skill_persist_time_add	0	100	1		1	19	1	9		208	state_skill_persist_time_add	0	100	1		1	19	1	9		209	state_skill_persist_time_add	0	100	1		1	19	1	9																																																																														
274	<color=Gold>V« ¶nh C­íc<color=White>: Sau khi dïng kü n¨ng cã <color=Blue1>[=Rate1]%<color=White> tû lÖ phôc håi 1 « né khÝ<color=White>	3	42		imme_agggas_point	0	1	1	50				2																																																																																																				
275	<color=Gold>V¨n Thï XuÊt V©n Thèi<color=White>: Tû lÖ néi ngo¹i phßng cña b¶n th©n gi¶m <color=Blue1>[=Value1]%<color=White>, sau khi dïng kü n¨ng cã <color=Blue1>[=Rate3]%<color=White> phôc håi 2 « né khÝ<color=White>	3	33		state_magic_parmor_per_dec	0	5			1	-3	1	8		33	state_physical_parmor_per_dec	0	5			1	-3	1	8		39	imme_agggas_point	0	2	1	60				2																																																																														
276	<color=Gold>Ca DiÖp Thèi<color=White>: sau khi dïng kü n¨ng cã <color=Blue1>[=Rate1]%<color=White> phôc håi 1 « né khÝ<color=White>	3	36		imme_agggas_point	0	1	1	100				2		180	imme_agggas_point	0	1	1	100				0																																																																																									
277	<color=Gold>ThiÕu L©m Long Tr¶o Thñ<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	3	43		state_cast_interval_reduce	0	270			1	-3	1	8																																																																																																				
278	<color=Gold>ThÊt B¶o ChiÕu Ph¸p<color=White>: Mçi lÇn tô khÝ phôc håi thªm 1 « né khÝ<color=White>	3	34		imme_agggas_point	0	1	1		1			1		176	imme_agggas_point	0	1	1		1			1																																																																																									
279	<color=Gold>§¹i Tu Di Ch­ëng<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	2	41		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
280	<color=Gold>Truy T©m TiÔn<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	1	65		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
281	<color=Gold>T©m Nh·n<color=White>: Truy T©m TiÔn cã <color=Blue1>[=Rate1]%<color=White> mang theo hiÖu qu¶ tróng ®éc, khiÕn kÎ thï mçi gi©y chÞu <color=Blue1>[=Value1]<color=White> s¸t th­¬ng, duy tr× 3 gi©y<color=White>	1	65		state_poison_damage	1	5000		10		54	1	1		213	state_poison_damage	1	5000		10		54	1	1		214	state_poison_damage	1	5000		10		54	1	1																																																																														
282	<color=Gold>T©m Nh·n<color=White>: Ph¹m vi hiÖu qu¶ kü n¨ng §o¹t Ph¸ch Phiªn më réng <color=Blue1>[=Value1]<color=White> «<color=White>	1	69		state_missle_damage_range_add	0	4			1	38	1	0																																																																																																				
283	<color=Gold>M·n Thiªn Hoa Vò<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> khiÕn môc tiªu gi¶m tèc <color=Blue1>[=Value1]%<color=White>, duy tr× 3 gi©y<color=White>	1	73		state_slow	1	30		5		54	1	1		301	state_slow	1	30		5		54	1	1		303	state_slow	1	30		5		54	1	1																																																																														
284	<color=Gold>B¹o Vò Lª Hoa Ch©m<color=White>: Sau khi dïng kü n¨ng cã <color=Blue1>[=Rate1]%<color=White> khiÕn tÊt c¶ bÉy mai phôc t¨ng tèc ®é, duy tr× 5 gi©y<color=White>	1	70		state_burst_enhance_rate2	0	400	1	50		90	1	2																																																																																																				
285	<color=Gold>B¹o Vò Lª Hoa Ch©m<color=White>: Thøc thø 3 cã <color=Blue1>[=Rate1]%<color=White> khiÕn môc tiªu ngñ 2 gi©y, vµ cã <color=Blue1>[=Value2]%<color=White> chÞu s¸t th­¬ng sÏ kh«ng tØnh l¹i<color=White>	4	216		state_sleep	1			50		36	1	1		216	state_deep_sleep	1	50				36	1	1		217	state_sleep	1			50		36	1	1		217	state_deep_sleep	1	50				36	1	1		218	state_sleep	1			50		36	1	1		218	state_deep_sleep	1	50				36	1	1																																													
286	<color=Gold>Ngäc N÷ KiÕm Ph¸p<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	2	78		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
287	<color=Gold>Phæ TÕ Chóng Sinh<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> phôc håi ngay <color=Blue1>[=Value1]%<color=White> sinh lùc cña môc tiªu<color=White>	4	84		imme_life_percent_add	1	5		10				1		226	imme_life_percent_add	1	5		10				1																																																																																									
288	<color=Gold>PhËt Quang Phæ ChiÕu<color=White>: TÊt c¶ thuéc tÝnh cña ®ång ®éi trong vßng hµo quang t¨ng<color=Blue1>[=Value1]<color=White>	4	80		state_add_strength	1	50			1	-1	1	1		80	state_add_energy	1	50			1	-1	1	1		80	state_add_vitality	1	50			1	-1	1	1		80	state_add_dexterity	1	50			1	-1	1	1		80	state_add_observe	1	50			1	-1	1	1																																																								
289	<color=Gold>Nga My PhËt ý<color=White>: HiÖu qu¶ håi phôc sinh lùc cña Phæ TÕ Chóng Sinh t¨ng <color=Blue1>[=Value1]%<color=White>, gi·n c¸ch sö dông vâ c«ng t¨ng 1 gi©y<color=White>	3	84		state_life_point_add_enhance	1	25			1	-3	1	8		84	state_skill_cast_interval_inc_spec_1	0	5505042	1		1	-3	1	8		226	state_life_point_add_enhance	1	25			1	-3	1	8																																																																														
290	<color=Gold>Nga My PhËt ý<color=White>: Quan ¢m QuyÕt, Phæ TÕ Chóng Sinh cã <color=Blue1>[=Rate1]%<color=White> gióp môc tiªu mçi nöa gi©y phôc håi 1% néi lùc, duy tr× 5 gi©y<color=White>	3	76		state_neili_per_per8f	1	100	1	20		90	1	1		219	state_neili_per_per8f	1	100	1	20		90	1	1		84	state_neili_per_per8f	1	100	1	20		90	1	1		226	state_neili_per_per8f	1	100	1	20		90	1	1																																																																			
291	<color=Gold>Nga My PhËt ý<color=White>: TÊt c¶ hiÖu qu¶ kü n¨ng hç trî chÝnh diÖn kÐo dµi <color=Blue1>[=Value1]%<color=White>	4	77		state_attack_buff_time	0	50			1	-3	1	8		77	state_defence_buff_time	0	50			1	-3	1	8																																																																																									
292	<color=Gold>NguyÖt Thùc khóc<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	2	93		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
293	<color=Gold>D­¬ng Quan Tam §iÖp<color=White>: Ph¹m vi hiÖu qu¶ dïng ®µn më réng <color=Blue1>[=Value1]<color=White>, cã <color=Blue1>[=Rate2]%<color=White> khi ®µn bÞ gi¸n ®o¹n sÏ khiÕn ng­êi lµm gi¸n ®o¹n tiªu hao 5% néi lùc<color=White>	3	97		state_missle_damage_range_add	0	13			1	2	1	0		97	imme_mana_percent_damage	1	5	1	50				5		318	state_missle_damage_range_add	0	13			1	2	1	0		318	imme_mana_percent_damage	1	5	1	50				5		319	state_missle_damage_range_add	0	13			1	2	1	0		319	imme_mana_percent_damage	1	5	1	50				5																																													
294	<color=Gold>Tïy ý Khóc<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> thªm 1 hiÖu qu¶ phô ngÉu nhiªn cho kÎ thï<color=White>	2	91		imme_execute_script	1	11048186	1	10				1		305	imme_execute_script	1	11048186	1	10				1		333	imme_execute_script	1	11048186	1	10				1																																																																														
295	<color=Gold>Mª T©m Phiªu H­¬ng Khóc<color=White>: Ph¹m vi hiÖu qu¶ cña ®µn më réng <color=Blue1>[=Value1]<color=White>	3	101		state_missle_damage_range_add	0	3			1	2	1	0		326	state_missle_damage_range_add	0	3			1	2	1	0		327	state_missle_damage_range_add	0	3			1	2	1	0		328	state_missle_damage_range_add	0	3			1	2	1	0																																																																			
296	<color=Gold>TÜnh D¹ T­<color=White>: Ph¹m vi hiÖu qu¶ dïng ®µn më réng <color=Blue1>[=Value1]<color=White>, cã <color=Blue1>[=Rate2]%<color=White> khi ®µn bÞ gi¸n ®o¹n sÏ khiÕn ng­êi lµm gi¸n ®o¹n tiªu hao 5% néi lùc<color=White>	3	95		state_missle_damage_range_add	0	13			1	2	1	0		95	imme_mana_percent_damage	1	5	1	50				5		316	state_missle_damage_range_add	0	13			1	2	1	0		316	imme_mana_percent_damage	1	5	1	50				5		317	state_missle_damage_range_add	0	13			1	2	1	0		317	imme_mana_percent_damage	1	5	1	50				5																																													
297	<color=Gold>Phóc Thñy T©m Ph¸p<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	4	98		state_cast_interval_reduce	0	90			1	-3	1	8																																																																																																				
298	<color=Gold>Tóy §iÖp<color=White>: Mçi khi gi¶m 1% sinh lùc t¨ng thªm 0.6% tÊn c«ng<color=White>	3	111		state_skill_convert_from_1	0	7274607	1		1	-3	1	8		111	state_skill_convert_to_1	0	1980104712	1		1	-3	1	8																																																																																									
299	<color=Gold>Tóy §iÖp<color=White>: Gióp tÊt c¶ tÊn c«ng ®Òu cã <color=Blue1>[=Value1]%<color=White> tû lÖ khiÕn kÎ thï cho¸ng 1 gi©y<color=White>	3	111		state_vertigo_attack	1	10			1	-1	1	1		240	state_vertigo_attack	1	10			1	-1	1	1		241	state_vertigo_attack	1	10			1	-1	1	1																																																																														
300	<color=Gold>Th«ng Tý QuyÒn<color=White>: Khi kÝch ho¹t Th«ng Tý QuyÒn Ph¸p cã <color=Blue1>[=Rate1]%<color=White> gióp b¶n th©n dïng vâ c«ng kh«ng tÝnh gi·n c¸ch trong 3 gi©y<color=White>	3	334		state_interval_ignore	0	100	1	5		54	1	1																																																																																																				
301	<color=Gold>Lôc Hîp QuyÒn Ph¸p<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	1	110		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
302	<color=Gold>C¸i Bang Ch­ëng Ph¸p<color=White>: §¸nh ngo¹i c«ng t¨ng <color=Blue1>[=Value1]%<color=White>	3	104		state_p_attack_percent_add	0	5			1	-3	1	8																																																																																																				
303	<color=Gold>C¸i Bang Ch­ëng Ph¸p<color=White>: Thêi gian hiÖu qu¶ khèng chÕ cña Táa HÇu CÇm N· Thñ kÐo dµi <color=Blue1>[=Value1]%<color=White>	3	108		state_skill_persist_time_add	0	20			1	14	1	0		237	state_skill_persist_time_add	0	20			1	14	1	0																																																																																									
304	<color=Gold>Khu Xµ C«n Ph¸p<color=White>: Kho¶ng c¸ch xuÊt chiªu t¨ng <color=Blue1>[=Value1]%<color=White>	1	116		state_skill_use_range_add	0	50			1	-3	1	8																																																																																																				
305	<color=Gold>DiÖu Thñ QuyÕt<color=White>: Trém lùc c«ng cña kÎ thï, khiÕn cho néi ngo¹i c«ng gi¶m <color=Blue1>[=Value1]%<color=White>, ngo¹i c«ng cña b¶n th©n t¨ng <color=Blue1>[=Value3]%<color=White>, duy tr× 5 gi©y<color=White>	3	119		state_p_attack_percent_dec	1	10			1	90	1	1		119	state_m_attack_percent_dec	1	10			1	90	1	1		119	state_p_attack_percent_add	0	10			1	90	1	1																																																																														
306	<color=Gold>C¸i Bang C«n Ph¸p<color=White>: Khi tÊn c«ng b»ng Khu Xµ C«n Ph¸p vµ §¶ CÈu Bæng Ph¸p cã <color=Blue1>[=Rate1]%<color=White> tû lÖ khiÕn kÎ ®Þch cho¸ng 2 gi©y<color=White>	3	116		state_vertigo	1			5		36	1	1		242	state_vertigo	1			5		36	1	1		243	state_vertigo	1			5		36	1	1		123	state_vertigo	1			5		36	1	1		247	state_vertigo	1			5		36	1	1		248	state_vertigo	1			5		36	1	1		249	state_vertigo	1			5		36	1	1																																		
307	<color=Gold>C¸i Bang C«n Ph¸p<color=White>: §¸nh ngo¹i c«ng t¨ng <color=Blue1>[=Value1]%<color=White>	3	115		state_p_attack_percent_add	0	5			1	-3	1	8																																																																																																				
308	<color=Gold>§¶ CÈu Bæng Ph¸p<color=White>: Kho¶ng c¸ch xuÊt chiªu t¨ng <color=Blue1>[=Value1]%<color=White>	1	123		state_skill_use_range_add	0	50			1	-3	1	8																																																																																																				
309	<color=Gold>B¸ V­¬ng T¹ Gi¸p<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	3	121		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
310	<color=Gold>TÝch D­¬ng KiÕm KhÝ<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> sau 2 gi©y khi xuÊt chiªu TÝch D­¬ng KiÕm KhÝ, khiÕn tèc ®é xuÊt chiªu cña Ch©n Vâ ThÊt TiÖt KiÕm t¨ng <color=White>	3	136		state_burst_enhance_rate_spec_1	0	9503220	1	20		36	1	2																																																																																																				
311	<color=Gold>Ch©n Vâ ThÊt TiÖt KiÕm<color=White>: Khi ThÊt Tinh xuÊt hiÖn cã <color=Blue1>[=Rate1]%<color=White> khiÕn tÊt c¶ môc tiªu trong ph¹m vi cho¸ng 1 gi©y<color=White>	2	329		state_vertigo	1			40		18	1	1																																																																																																				
312	<color=Gold>V« Ng· T©m Ph¸p<color=White>: Trong thêi gian hiÖu qu¶, tèc ®é xuÊt chiªu TÝch D­¬ng KiÕm KhÝ t¨ng <color=Blue1>[=Value1-8912896]%<color=White>	2	132		state_burst_enhance_rate_spec_1	0	8912946	2		1	-1	1	1		256	state_burst_enhance_rate_spec_1	0	8912946	2		1	-1	1	1																																																																																									
313	<color=Gold>V« Ng· T©m Ph¸p<color=White>: Néi lùc triÖt tiªu s¸t th­¬ng gi¶m <color=Blue1>[=Value1]%<color=White>, V« cô <color=Blue1>+[=Value2]<color=White> ®iÓm<color=White>	4	132		state_mana_replace_percent_damage_nerf	0	15			1	-3	1	8		132	state_destiny_armor_point_add	1	50			1	-1	1	1		256	state_mana_replace_percent_damage_nerf	0	15			1	-3	1	8		256	state_destiny_armor_point_add	1	50			1	-1	1	1																																																																			
314	<color=Gold>LiÖt DiÖm kiÕm ph¸p<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	2	130		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
315	<color=Gold>B«n L«i KiÕm QuyÕt<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	2	131		state_cast_interval_reduce	0	144			1	-3	1	8																																																																																																				
316	<color=Gold>Vâ §ang Bót Ph¸p<color=White>: TÊt c¶ tÊn c«ng ®Òu cã <color=Blue1>[=Value1]%<color=White> khiÕn môc tiªu hçn lo¹n 1 gi©y<color=White>	3	148		state_confusion_attack	0	5			1	-3	1	8																																																																																																				
317	<color=Gold>Vâ §ang Bót Ph¸p<color=White>: XuÊt chiªu Cµn Kh«n QuyÕt th× ngo¹i phßng cña b¶n th©n gi¶m <color=Blue1>[=Value2]%<color=White>, tÊn c«ng ngo¹i t¨ng <color=Blue1>[=Value1]%<color=White>, duy tr× 3 gi©y<color=White>	3	339	157	state_p_attack_percent_add	0	20			1	54	1	1		339	state_physical_parmor_per_dec	0	10			1	54	1	1		30154	state_p_attack_percent_add	0	20			1	54	1	1		30154	state_physical_parmor_per_dec	0	10			1	54	1	1		30155	state_p_attack_percent_add	0	20			1	54	1	1		30155	state_physical_parmor_per_dec	0	10			1	54	1	1																																													
318	<color=Gold>ThÕ V©n Tung<color=White>: Ph¹m vi kü n¨ng më réng <color=Blue1>[=Value1]%<color=White>	3	151		state_skill_use_range_add	0	50			1	-3	1	8																																																																																																				
319	<color=Gold>Th¸i Êt Tiªu Diªu C«ng<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	3	149		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
320	<color=Gold>ThÊt Tinh QuyÕt<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> céng thªm 1 tÇng s¸t th­¬ng<color=White>	1	294		state_skill_adjust	0	118	1	20		-2	1	0		30153	state_skill_adjust	0	119	1	20		-2	1	0																																																																																									
321	<color=Gold>Lôc Hãa C«ng<color=White>: Tù tiªu hao <color=Blue1>[=Value3]%<color=White> néi lùc, cã <color=Blue1>[=Value3*4]%<color=White> xua tan 1 hiÖu qu¶ cæ ®éc trªn ng­êi môc tiªu<color=White>	4	150		state_skill_convert_from_1	0	9830550	1		1	-3	1	8		150	state_skill_convert_to_1	0	1980432390	2		1	-3	1	8		30219	imme_mana_percent_damage	0	5			1			11																																																																														
322	<color=Gold>D­¬ng Gia Ngù M· ThuËt<color=White>: Tèc ®é lªn ngùa t¨ng <color=Blue1>[=Value1]%<color=White>	4	723		state_mounting_speed_add	0	200			1	-3	1	8																																																																																																				
323	<color=Gold>D­¬ng Gia B«n Lang Th­¬ng<color=White>: Sau khi xuÊt kü n¨ng cã <color=Blue1>[=Rate1]%<color=White> gióp b¶n th©n miÔn dÞch tÊt c¶ tr¹ng th¸i phô, duy tr× 5 gi©y<color=White>	4	748	724	state_immune	0	100	1	30		90	1	1		749	state_immune	0	100	1	30		90	1	1																																																																																									
324	<color=Gold>D­¬ng Gia Th­¬ng Ph¸p Tæng QuyÕt<color=White>: §¸nh ngo¹i c«ng t¨ng <color=Blue1>[=Value1]%<color=White>	3	721		state_p_attack_percent_add	0	25			1	-3	1	8																																																																																																				
325	<color=Gold>D­¬ng Gia Ph¸ Phong Th­¬ng<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> khiÕn tÊt c¶ thuéc tÝnh cña kÎ thï gi¶m <color=Blue1>[=Value1]<color=White>, duy tr× 10 gi©y<color=White>	1	722		state_dec_allability	1	50		5		180	1	1		746	state_dec_allability	1	50		5		180	1	1		747	state_dec_allability	1	50		5		180	1	1																																																																														
326	<color=Gold>D­¬ng Gia B«n Lang Th­¬ng<color=White>: KhiÕn néi ngo¹i phßng cña môc tiªu gi¶m <color=Blue1>[=Value1]%<color=White>, duy tr× 5 gi©y<color=White>	1	748	724	state_magic_parmor_per_dec	1	10			1	90	1	1		748	state_physical_parmor_per_dec	1	10			1	90	1	1		749	state_magic_parmor_per_dec	1	10			1	90	1	1		749	state_physical_parmor_per_dec	1	10			1	90	1	1																																																																			
327	<color=Gold>BÝch NguyÖt Phi Tinh Th­¬ng<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	1	731		state_cast_interval_reduce	0	90			1	-3	1	8																																																																																																				
328	<color=Gold>D­¬ng Gia Tôc MÖnh QuyÕt<color=White>: Gi·n c¸ch dïng vâ c«ng rót ng¾n <color=Blue1>[=Value1/18]<color=White> gi©y<color=White>	4	743		state_cast_interval_reduce	0	540			1	-3	1	8																																																																																																				
329	<color=Gold>D­¬ng Gia Liªn X¹ ThuËt<color=White>: Tû lÖ xuÊt chiªu 1 t¨ng <color=Blue1>[=Value1]%<color=White>	1	735		state_sub1_rate_add	0	10			1	-3	1	8																																																																																																				
330	<color=Gold>D­¬ng Gia Cung Ph¸p Tæng QuyÕt<color=White>: XuÊt chiªu kü n¨ng L­u Quang TuyÖt ¶nh TiÔn t¨ng <color=Blue1>[=Value1]%<color=White>, nh­ng gi·n c¸ch kÐo dµi <color=Blue1>[=Value2]%<color=White>	3	744		state_burst_enhance_rate	0	85			1	-3	1	8		744	state_skill_cast_interval_add	0	30			1	-3	1	8																																																																																									
331	<color=Gold>D­¬ng Gia Cung Ph¸p Tæng QuyÕt<color=White>: ThuËt trÞ liÖu phôc håi thªm <color=Blue1>[=Value1]%<color=White> sinh lùc, Tôc MÖnh QuyÕt phôc håi thªm <color=Blue1>[=Value2]<color=White> ®iÓm sinh lùc<color=White>	4	736		imme_life_percent_add	1	5			1			1		743	state_shelter_new	0	15000			1	-1	1	1		763	state_shelter_new	0	15000			1	-1	1	1		764	state_shelter_new	0	15000			1	-1	1	1																																																																			
332	<color=Gold>D­¬ng Gia To¸i Kim TiÔn<color=White>: Trong qu¸ tr×nh xuÊt chiªu nÕu bÞ tÊn c«ng sÏ khiÕn kÎ thï bÞ gi¶m <color=Blue1>[=Value1]%<color=White> tèc ®é ®¸nh, duy tr× 3 gi©y<color=White>	1	741		state_attack_speed_dec	1	50			1	54	1	6		762	state_attack_speed_dec	1	50			1	54	1	6																																																																																									
333	<color=Gold>L­u Quang TuyÖt ¶nh TiÔn<color=White>: Cã <color=Blue1>[=Rate1]%<color=White> céng thªm 3 tÇng s¸t th­¬ng<color=White>	1	744		state_skill_adjust	0	120	1	50		-2	1	0		765	state_skill_adjust	0	121	1	50		-2	1	0		766	state_skill_adjust	0	122	1	50		-2	1	0																																																																														
334	<color=Gold>V¹n §éc §o¹t MÖnh §ao<color=White>: Chiªu cuèi cïng kÌm <color=Blue1>[=Value1]<color=White> s¸t th­¬ng ®éc, duy tr× 10 gi©y<color=White>	1	494		state_poison_damage	1	1000			1	180	1	1		382	state_poison_damage	1	1000			1	180	1	1																																																																																									
335	<color=Gold>Thi Béc §¹i Ph¸p<color=White>: Thi thÓ næ cã <color=Blue1>[=Rate1]%<color=White> khiÕn môc tiªu hçn lo¹n 3 gi©y<color=White>	1	169	369	state_confusion	1			50		54	1	1		381	state_confusion	1			50		54	1	1																																																																																									
336	<color=Gold>T¹p Thi Tµ KhÝ<color=White>: KhiÕn môc tiªu bÞ næ tróng mçi gi©y mÊt 2% sinh lùc, duy tr× <color=Blue1>[=Time1/18]<color=White> gi©y<color=White>	1	169	369	state_lost_p_life_per18	1	2	1		1	90		1		381	state_lost_p_life_per18	1	2	1		1	90		1																																																																																									
