Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Duy Ng· QuÇn	0	110	796	10	0	0	360							1	2	4		\image\item\shoe\f2_le_007a1.spr	\image\item\shoe\f2_le_007a0.spr	BiÕt m×nh tù t¹i, tù ta tiªu dao.	½¿Ğ¡Å®×ÔÔÚÎ¨ÎÒÈ¹	Ngo¹i trang		1	2	1		1	999				
Phong L­u Trang	0	110	797	10	0	0	360							1	1	1		\image\item\shoe\m1_le_009a1.spr	\image\item\shoe\m1_le_009a0.spr	Khuynh quèc khuynh thµnh, phong l­u v« song.	±ê×¼ÄĞÇã¹ú·çÁ÷×°	Ngo¹i trang		1	2	1		1	999				
Phong L­u Trang	0	110	798	10	0	0	360							1	1	2		\image\item\shoe\m2_le_009a1.spr	\image\item\shoe\m2_le_009a0.spr	Khuynh quèc khuynh thµnh, phong l­u v« song.	¿ıÎàÄĞÇã¹ú·çÁ÷×°	Ngo¹i trang		1	2	1		1	999				
Phong L­u QuÇn	0	110	799	10	0	0	360							1	2	3		\image\item\shoe\f2_le_009a1.spr	\image\item\shoe\f2_le_009a0.spr	Khuynh quèc khuynh thµnh, phong l­u v« song.	ĞÔ¸ĞÅ®Çã¹ú·çÁ÷È¹	Ngo¹i trang		1	2	1		1	999				
Phong L­u QuÇn	0	110	800	10	0	0	360							1	2	4		\image\item\shoe\f1_le_009a1.spr	\image\item\shoe\f1_le_009a0.spr	Khuynh quèc khuynh thµnh, phong l­u v« song.	½¿Ğ¡Å®Çã¹ú·çÁ÷È¹	Ngo¹i trang		1	2	1		1	999				
Håi TuyÕt QuÇn	0	110	801	10	0	0	360							1	2	3		\image\item\shoe\f2_le_009ba1.spr	\image\item\shoe\f2_le_009ba0.spr	M¾t long lanh tùa m©y vên tr¨ng tá, d¸ng th­ít tha nh­ tuyÕt cuén giã ®ïa.	ĞÔ¸ĞÅ®Á÷·ç»ØÑ©È¹	Ngo¹i trang		1	2	1		1	999				
Håi TuyÕt QuÇn	0	110	802	10	0	0	360							1	2	4		\image\item\shoe\f1_le_009ba1.spr	\image\item\shoe\f1_le_009ba0.spr	M¾t long lanh tùa m©y vên tr¨ng tá, d¸ng th­ít tha nh­ tuyÕt cuén giã ®ïa.	½¿Ğ¡Å®Á÷·ç»ØÑ©È¹	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (Tİm)	0	110	815	10	0	0	360							1	1	1		\image\item\shoe\m2_wz_le_modxiaoyao02a2.spr	\image\item\shoe\m2_wz_le_modxiaoyao02a.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	±ê×¼ÄĞåĞÒ£×°×Ï3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (Lam)	0	110	816	10	0	0	360							1	1	1		\image\item\shoe\m2_wz_le_modxiaoyao02b2.spr	\image\item\shoe\m2_wz_le_modxiaoyao02b.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	±ê×¼ÄĞåĞÒ£×°À¶3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (N©u)	0	110	817	10	0	0	360							1	1	1		\image\item\shoe\m2_wz_le_modxiaoyao02c2.spr	\image\item\shoe\m2_wz_le_modxiaoyao02c.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	±ê×¼ÄĞåĞÒ£×°Ç³ÂÌ3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (§en)	0	110	818	10	0	0	360							1	1	1		\image\item\shoe\m2_wz_le_modxiaoyao02d2.spr	\image\item\shoe\m2_wz_le_modxiaoyao02d.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	±ê×¼ÄĞåĞÒ£×°ºÚ3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (NgÉu Hµ Lôc)	0	110	819	10	0	0	360							1	1	1		\image\item\shoe\m2_wz_le_modxiaoyao02e2.spr	\image\item\shoe\m2_wz_le_modxiaoyao02e.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	±ê×¼ÄĞåĞÒ£×°ÂÌ3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (Tİm)	0	110	820	10	0	0	360							1	1	2		\image\item\shoe\m1_wz_le_modxiaoyao02a2.spr	\image\item\shoe\m1_wz_le_modxiaoyao02a.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	¿ıÎàÄĞåĞÒ£×°×Ï3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (Lam)	0	110	821	10	0	0	360							1	1	2		\image\item\shoe\m1_wz_le_modxiaoyao02b2.spr	\image\item\shoe\m1_wz_le_modxiaoyao02b.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	¿ıÎàÄĞåĞÒ£×°À¶3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (N©u)	0	110	822	10	0	0	360							1	1	2		\image\item\shoe\m1_wz_le_modxiaoyao02c2.spr	\image\item\shoe\m1_wz_le_modxiaoyao02c.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	¿ıÎàÄĞåĞÒ£×°Ç³ÂÌ3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (§en)	0	110	823	10	0	0	360							1	1	2		\image\item\shoe\m1_wz_le_modxiaoyao02d2.spr	\image\item\shoe\m1_wz_le_modxiaoyao02d.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	¿ıÎàÄĞåĞÒ£×°ºÚ3	Ngo¹i trang		1	2	1		1	999				
Tiªu Dao Trang (NgÉu Hµ Lôc)	0	110	824	10	0	0	360							1	1	2		\image\item\shoe\m1_wz_le_modxiaoyao02e2.spr	\image\item\shoe\m1_wz_le_modxiaoyao02e.spr	Tiªu Dao Trang, ngao du ®Êt trêi.	¿ıÎàÄĞåĞÒ£×°ÂÌ3	Ngo¹i trang		1	2	1		1	999				
Kim Lò trang	0	110	829	10	0	0	360							1	1	1		\image\item\shoe\m1_le_022b1.spr	\image\item\shoe\m1_le_022b0.spr	GÆp lóc ®Ñp t­¬i ng­êi cø h­ëng, chí ®Ó tµn phai bÎ cµnh tr¬.	±ê×¼ÄĞ½ğÂÆ×°	Ngo¹i trang		1	2	1		1	999				
Kim Lò trang	0	110	830	10	0	0	360							1	1	2		\image\item\shoe\m2_le_022b1.spr	\image\item\shoe\m2_le_022b0.spr	GÆp lóc ®Ñp t­¬i ng­êi cø h­ëng, chí ®Ó tµn phai bÎ cµnh tr¬.	¿ıÎàÄĞ½ğÂÆ×°	Ngo¹i trang		1	2	1		1	999				
Kim Lò QuÇn	0	110	831	10	0	0	360							1	2	3		\image\item\shoe\f2_le_022b1.spr	\image\item\shoe\f2_le_022b0.spr	GÆp lóc ®Ñp t­¬i ng­êi cø h­ëng, chí ®Ó tµn phai bÎ cµnh tr¬.	ĞÔ¸ĞÅ®½ğÂÆ×°	Ngo¹i trang		1	2	1		1	999				
Kim Lò QuÇn	0	110	832	10	0	0	360							1	2	4		\image\item\shoe\f1_le_022b1.spr	\image\item\shoe\f1_le_022b0.spr	GÆp lóc ®Ñp t­¬i ng­êi cø h­ëng, chí ®Ó tµn phai bÎ cµnh tr¬.	½¿Ğ¡Å®½ğÂÆ×°	Ngo¹i trang		1	2	1		1	999				
Tam Thanh Bµo	0	110	841	10	0	0	360							1	1	1		\image\item\shoe\Îäµ±±ê×¼ÄĞ¿ãa1.spr	\image\item\shoe\Îäµ±±ê×¼ÄĞ¿ãa0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Vâ §ang.	±ê×¼ÄĞĞÂÃÅÅÉ×°Îäµ±	Ngo¹i trang		1	2	1		1	999				
Tam Thanh Bµo	0	110	842	10	0	0	360							1	1	2		\image\item\shoe\Îäµ±×³ººÄĞ¿ãa1.spr	\image\item\shoe\Îäµ±×³ººÄĞ¿ãa0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Vâ §ang.	¿ıÎàÄĞĞÂÃÅÅÉ×°Îäµ±	Ngo¹i trang		1	2	1		1	999				
Tam Thanh Bµo	0	110	843	10	0	0	360							1	2	3		\image\item\shoe\Îäµ±ĞÔ¸ĞÅ®¿ãa1.spr	\image\item\shoe\Îäµ±ĞÔ¸ĞÅ®¿ãa0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Vâ §ang.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°Îäµ±	Ngo¹i trang		1	2	1		1	999				
Tam Thanh Bµo	0	110	844	10	0	0	360							1	2	4		\image\item\shoe\Îäµ±½¿Ğ¡Å®¿ãa1.spr	\image\item\shoe\Îäµ±½¿Ğ¡Å®¿ãa0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Vâ §ang.	±ê×¼ÄĞĞÂÃÅÅÉ×°Îäµ±	Ngo¹i trang		1	2	1		1	999				
Lª Viªn Trang	0	110	845	10	0	0	360							1	1	1		\image\item\shoe\m1_le_013a1.spr	\image\item\shoe\m1_le_013a0.spr	N¬i tay ¸o thªu mét dßng ch÷ nhá: Sµi Phong Nhi nh©n nhµn rçi thiÕt kÕ pháng theo trang phôc Thóy Yªn.	±ê×¼ÄĞĞÂÃÅÅÉ×°´äÑÌ	Ngo¹i trang		1	2	1		1	999				
Lª Viªn Trang	0	110	846	10	0	0	360							1	1	2		\image\item\shoe\m2_le_013a1.spr	\image\item\shoe\m2_le_013a0.spr	N¬i tay ¸o thªu mét dßng ch÷ nhá: Sµi Phong Nhi nh©n nhµn rçi thiÕt kÕ pháng theo trang phôc Thóy Yªn.	¿ıÎàÄĞĞÂÃÅÅÉ×°´äÑÌ	Ngo¹i trang		1	2	1		1	999				
Lª Viªn Trang	0	110	847	10	0	0	360							1	2	3		\image\item\shoe\f2_le_013a1.spr	\image\item\shoe\f2_le_013a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Thóy Yªn.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°´äÑÌ	Ngo¹i trang		1	2	1		1	999				
Lª Viªn Trang	0	110	848	10	0	0	360							1	2	4		\image\item\shoe\f1_le_013a1.spr	\image\item\shoe\f1_le_013a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Thóy Yªn.	±ê×¼ÄĞĞÂÃÅÅÉ×°´äÑÌ	Ngo¹i trang		1	2	1		1	999				
Phong Yªn Trang	0	110	849	10	0	0	360							1	1	1		\image\item\shoe\m1_le_014a1.spr	\image\item\shoe\m1_le_014a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña D­¬ng M«n.	±ê×¼ÄĞĞÂÃÅÅÉ×°ÑîÃÅ	Ngo¹i trang		1	2	1		1	999				
Phong Yªn Trang	0	110	850	10	0	0	360							1	1	2		\image\item\shoe\m2_le_014a1.spr	\image\item\shoe\m2_le_014a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña D­¬ng M«n.	¿ıÎàÄĞĞÂÃÅÅÉ×°ÑîÃÅ	Ngo¹i trang		1	2	1		1	999				
Phong Yªn Trang	0	110	851	10	0	0	360							1	2	3		\image\item\shoe\f2_le_014a1.spr	\image\item\shoe\f2_le_014a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña D­¬ng M«n.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°ÑîÃÅ	Ngo¹i trang		1	2	1		1	999				
Phong Yªn Trang	0	110	852	10	0	0	360							1	2	4		\image\item\shoe\f1_le_014a1.spr	\image\item\shoe\f1_le_014a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña D­¬ng M«n.	±ê×¼ÄĞĞÂÃÅÅÉ×°ÑîÃÅ	Ngo¹i trang		1	2	1		1	999				
Lôc Thï Trang	0	110	853	10	0	0	360							1	1	1		\image\item\shoe\m1_le_015a1.spr	\image\item\shoe\m1_le_015a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña ThiÕu L©m.	±ê×¼ÄĞĞÂÃÅÅÉ×°ÉÙÁÖ	Ngo¹i trang		1	2	1		1	999				
Lôc Thï Trang	0	110	854	10	0	0	360							1	1	2		\image\item\shoe\m2_le_015a1.spr	\image\item\shoe\m2_le_015a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña ThiÕu L©m.	¿ıÎàÄĞĞÂÃÅÅÉ×°ÉÙÁÖ	Ngo¹i trang		1	2	1		1	999				
Lôc Thï Trang	0	110	855	10	0	0	360							1	2	3		\image\item\shoe\f2_le_015a1.spr	\image\item\shoe\f2_le_015a0.spr	Trang phôc khiÕn ThiÕu L©m ph¶i ®au ®Çu, kh«ng biÕt ai thiÕt kÕ ra.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°ÉÙÁÖ	Ngo¹i trang		1	2	1		1	999				
Lôc Thï Trang	0	110	856	10	0	0	360							1	2	4		\image\item\shoe\f1_le_015a1.spr	\image\item\shoe\f1_le_015a0.spr	Trang phôc khiÕn ThiÕu L©m ph¶i ®au ®Çu, kh«ng biÕt ai thiÕt kÕ ra.	±ê×¼ÄĞĞÂÃÅÅÉ×°ÉÙÁÖ	Ngo¹i trang		1	2	1		1	999				
Chiªu Ch­¬ng Trang	0	110	857	10	0	0	360							1	1	1		\image\item\shoe\m1_le_016a1.spr	\image\item\shoe\m1_le_016a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Minh Gi¸o.	±ê×¼ÄĞĞÂÃÅÅÉ×°Ã÷½Ì	Ngo¹i trang		1	2	1		1	999				
Chiªu Ch­¬ng Trang	0	110	858	10	0	0	360							1	1	2		\image\item\shoe\m2_le_016a1.spr	\image\item\shoe\m2_le_016a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Minh Gi¸o.	¿ıÎàÄĞĞÂÃÅÅÉ×°Ã÷½Ì	Ngo¹i trang		1	2	1		1	999				
Chiªu Ch­¬ng Trang	0	110	859	10	0	0	360							1	2	3		\image\item\shoe\f2_le_016a1.spr	\image\item\shoe\f2_le_016a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Minh Gi¸o.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°Ã÷½Ì	Ngo¹i trang		1	2	1		1	999				
Chiªu Ch­¬ng Trang	0	110	860	10	0	0	360							1	2	4		\image\item\shoe\f1_le_016a1.spr	\image\item\shoe\f1_le_016a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Minh Gi¸o.	±ê×¼ÄĞĞÂÃÅÅÉ×°Ã÷½Ì	Ngo¹i trang		1	2	1		1	999				
B¸ch §éc Trang	0	110	861	10	0	0	360							1	1	1		\image\item\shoe\m1_le_017a1.spr	\image\item\shoe\m1_le_017a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Ngò §éc.	±ê×¼ÄĞĞÂÃÅÅÉ×°Îå¶¾	Ngo¹i trang		1	2	1		1	999				
B¸ch §éc Trang	0	110	862	10	0	0	360							1	1	2		\image\item\shoe\m2_le_017a1.spr	\image\item\shoe\m2_le_017a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Ngò §éc.	¿ıÎàÄĞĞÂÃÅÅÉ×°Îå¶¾	Ngo¹i trang		1	2	1		1	999				
B¸ch §éc Trang	0	110	863	10	0	0	360							1	2	3		\image\item\shoe\f2_le_017a1.spr	\image\item\shoe\f2_le_017a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Ngò §éc.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°Îå¶¾	Ngo¹i trang		1	2	1		1	999				
B¸ch §éc Trang	0	110	864	10	0	0	360							1	2	4		\image\item\shoe\f1_le_017a1.spr	\image\item\shoe\f1_le_017a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña Ngò §éc.	±ê×¼ÄĞĞÂÃÅÅÉ×°Îå¶¾	Ngo¹i trang		1	2	1		1	999				
Ng« C©u Khè	0	110	865	10	0	0	360							1	1	1		\image\item\shoe\m1_le_018a1.spr	\image\item\shoe\m1_le_018a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña §­êng M«n.	±ê×¼ÄĞĞÂÃÅÅÉ×°ÌÆÃÅ	Ngo¹i trang		1	2	1		1	999				
Ng« C©u Khè	0	110	866	10	0	0	360							1	1	2		\image\item\shoe\m2_le_018a1.spr	\image\item\shoe\m2_le_018a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña §­êng M«n.	¿ıÎàÄĞĞÂÃÅÅÉ×°ÌÆÃÅ	Ngo¹i trang		1	2	1		1	999				
Ng« C©u Trang	0	110	867	10	0	0	360							1	2	3		\image\item\shoe\f2_le_018a1.spr	\image\item\shoe\f2_le_018a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña §­êng M«n.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°ÌÆÃÅ	Ngo¹i trang		1	2	1		1	999				
Ng« C©u Trang	0	110	868	10	0	0	360							1	2	4		\image\item\shoe\f1_le_018a1.spr	\image\item\shoe\f1_le_018a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña §­êng M«n.	±ê×¼ÄĞĞÂÃÅÅÉ×°ÌÆÃÅ	Ngo¹i trang		1	2	1		1	999				
Quúnh L©u Trang	0	110	869	10	0	0	360							1	1	1		\image\item\shoe\m1_le_019a1.spr	\image\item\shoe\m1_le_019a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña C«n L«n.	±ê×¼ÄĞĞÂÃÅÅÉ×°À¥ÂØ	Ngo¹i trang		1	2	1		1	999				
Quúnh L©u Trang	0	110	870	10	0	0	360							1	1	2		\image\item\shoe\m2_le_019a1.spr	\image\item\shoe\m2_le_019a0.spr	Bé ngo¹i trang s­ m«n thø 3 cña C«n L«n.	¿ıÎàÄĞĞÂÃÅÅÉ×°À¥ÂØ	Ngo¹i trang		1	2	1		1	999				
Quúnh L©u Trang	0	110	871	10	0	0	360							1	2	3		\image\item\shoe\f2_le_019a1.spr	\image\item\shoe\f2_le_019a0.spr	Trang phôc n÷ C«n L«n do Mai BÊt Dung lĞn may. H«m sau ®· bŞ tiªu hñy.	ĞÔ¸ĞÅ®ĞÂÃÅÅÉ×°À¥ÂØ	Ngo¹i trang		1	2	1		1	999				
Quúnh L©u Trang	0	110	872	10	0	0	360							1	2	4		\image\item\shoe\f1_le_019a1.spr	\image\item\shoe\f1_le_019a0.spr	Trang phôc n÷ C«n L«n do Mai BÊt Dung lĞn may. H«m sau ®· bŞ tiªu hñy.	±ê×¼ÄĞĞÂÃÅÅÉ×°À¥ÂØ	Ngo¹i trang		1	2	1		1	999				
HuÖ Lan Trang	0	110	873	10	0	0	360							1	1	1		\image\item\shoe\m1_le_028a1.spr	\image\item\shoe\m1_le_028a0.spr	V­ên tre nghe tuyÕt, thuÇn khiÕt cao sang.	±ê×¼ÄĞŞ¥À¼×°	Ngo¹i trang		1	2	1		1	999				
HuÖ Lan Trang	0	110	874	10	0	0	360							1	1	2		\image\item\shoe\m2_le_028a1.spr	\image\item\shoe\m2_le_028a0.spr	V­ên tre nghe tuyÕt, thuÇn khiÕt cao sang.	¿ıÎàÄĞŞ¥À¼×°	Ngo¹i trang		1	2	1		1	999				
HuÖ Lan Trang	0	110	875	10	0	0	360							1	2	3		\image\item\shoe\f2_le_028a1.spr	\image\item\shoe\f2_le_028a0.spr	V­ên tre nghe tuyÕt, thuÇn khiÕt cao sang.	ĞÔ¸ĞÅ®Ş¥À¼×°	Ngo¹i trang		1	2	1		1	999				
HuÖ Lan Trang	0	110	876	10	0	0	360							1	2	4		\image\item\shoe\f1_le_028a1.spr	\image\item\shoe\f1_le_028a0.spr	V­ên tre nghe tuyÕt, thuÇn khiÕt cao sang.	½¿Ğ¡Å®Ş¥À¼×°	Ngo¹i trang		1	2	1		1	999				
Tr­êng Kh«ng Ngoa	0	110	877	10	0	0	360							1	1	1		\image\item\shoe\m2_other_mod004_le-1.spr	\image\item\shoe\m2_other_mod004_le.spr	Trang bŞ cña KiÕm Th¸nh khi phiªu b¹t giang hå, thİch hîp dïng cho nam tiªu chuÈn.	±ê×¼ÄĞ³¤¿Õ×°	Ngo¹i trang		1	2	1		1	999				
Tr­êng Kh«ng Ngoa	0	110	878	10	0	0	360							1	1	2		\image\item\shoe\m1_other_mod004_le-1.spr	\image\item\shoe\m1_other_mod004_le.spr	Trang bŞ cña KiÕm Th¸nh khi phiªu b¹t giang hå, thİch hîp dïng cho nam kh«i ng«.	¿ıÎàÄĞ³¤¿Õ×°	Ngo¹i trang		1	2	1		1	999				
Tr­êng Kh«ng Ngoa	0	110	879	10	0	0	360							1	2	3		\image\item\shoe\f2_other_mod004_le-1.spr	\image\item\shoe\f2_other_mod004_le.spr	Trang bŞ cña KiÕm Th¸nh khi phiªu b¹t giang hå, thİch hîp dïng cho n÷ gîi c¶m.	ĞÔ¸ĞÅ®³¤¿Õ×°	Ngo¹i trang		1	2	1		1	999				
Tr­êng Kh«ng Ngoa	0	110	880	10	0	0	360							1	2	4		\image\item\shoe\f1_other_mod004_le-1.spr	\image\item\shoe\f1_other_mod004_le.spr	Trang bŞ cña KiÕm Th¸nh khi phiªu b¹t giang hå, thİch hîp dïng cho kiÒu n÷.	½¿Ğ¡Å®³¤¿Õ×°	Ngo¹i trang		1	2	1		1	999				
§»ng Tö Lan Trang	0	110	885	10	0	0	360							1	1	1		\image\item\shoe\m1_le_023a_0.spr	\image\item\shoe\m1_le_023a.spr	L¹nh b¨ng giät lÖ, mµu tİm ¸o hoa.	±ê×¼ÄĞÌÙ×ÏÀ¼×°	Ngo¹i trang		1	2	1		1	999				
§»ng Tö Lan Trang	0	110	886	10	0	0	360							1	1	2		\image\item\shoe\m2_le_023a_0.spr	\image\item\shoe\m2_le_023a.spr	L¹nh b¨ng giät lÖ, mµu tİm ¸o hoa.	¿ıÎàÄĞÌÙ×ÏÀ¼×°	Ngo¹i trang		1	2	1		1	999				
§»ng Tö Lan QuÇn	0	110	887	10	0	0	360							1	2	3		\image\item\shoe\f2_le_023a_0.spr	\image\item\shoe\f2_le_023a.spr	L¹nh b¨ng giät lÖ, mµu tİm ¸o hoa.	ĞÔ¸ĞÅ®ÌÙ×ÏÀ¼×°	Ngo¹i trang		1	2	1		1	999				
§»ng Tö Lan QuÇn	0	110	888	10	0	0	360							1	2	4		\image\item\shoe\f1_le_023a_0.spr	\image\item\shoe\f1_le_023a.spr	L¹nh b¨ng giät lÖ, mµu tİm ¸o hoa.	½¿Ğ¡Å®ÌÙ×ÏÀ¼×°	Ngo¹i trang		1	2	1		1	999				
L­u Háa Trang	0	110	889	10	0	0	360							1	1	1		\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	Tr­a hÌ ®æ löa, chiÒu thu buèt giã.	±ê×¼ÄĞÁ÷»ğ×°	Ngo¹i trang		1	2	1		1	999				
L­u Háa Trang	0	110	890	10	0	0	360							1	1	2		\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	Tr­a hÌ ®æ löa, chiÒu thu buèt giã.	¿ıÎàÄĞÁ÷»ğ×°	Ngo¹i trang		1	2	1		1	999				
L­u Háa QuÇn	0	110	891	10	0	0	360							1	2	3		\image\item\shoe\f2_le_024a_0.spr	\image\item\shoe\f2_le_024a.spr	Tr­a hÌ ®æ löa, chiÒu thu buèt giã.	ĞÔ¸ĞÅ®Á÷»ğ×°	Ngo¹i trang		1	2	1		1	999				
L­u Háa QuÇn	0	110	892	10	0	0	360							1	2	4		\image\item\shoe\f1_le_024a_0.spr	\image\item\shoe\f1_le_024a.spr	Tr­a hÌ ®æ löa, chiÒu thu buèt giã.	½¿Ğ¡Å®Á÷»ğ×°	Ngo¹i trang		1	2	1		1	999				
NguyÖt B¹ch Trang	0	110	893	10	0	0	360							1	1	1		\image\item\shoe\m1_le_029a_0.spr	\image\item\shoe\m1_le_029a.spr	Tãc xanh ngÊm lÖ, tr¨ng s¸ng s­¬ng ®ªm.	±ê×¼ÄĞ¼§Áé×°°×	Ngo¹i trang		1	2	1		1	999				
NguyÖt B¹ch Trang	0	110	894	10	0	0	360							1	1	2		\image\item\shoe\m2_le_029a_0.spr	\image\item\shoe\m2_le_029a.spr	Tãc xanh ngÊm lÖ, tr¨ng s¸ng s­¬ng ®ªm.	¿ıÎàÄĞ¼§Áé×°°×	Ngo¹i trang		1	2	1		1	999				
NguyÖt B¹ch QuÇn	0	110	895	10	0	0	360							1	2	3		\image\item\shoe\f2_le_029a_0.spr	\image\item\shoe\f2_le_029a.spr	Tãc xanh ngÊm lÖ, tr¨ng s¸ng s­¬ng ®ªm.	ĞÔ¸ĞÅ®¼§Áé×°°×	Ngo¹i trang		1	2	1		1	999				
NguyÖt B¹ch QuÇn	0	110	896	10	0	0	360							1	2	4		\image\item\shoe\f1_le_029a_0.spr	\image\item\shoe\f1_le_029a.spr	Tãc xanh ngÊm lÖ, tr¨ng s¸ng s­¬ng ®ªm.	½¿Ğ¡Å®¼§Áé×°°×	Ngo¹i trang		1	2	1		1	999				
C¬ Linh Trang	0	110	897	10	0	0	360							1	1	1		\image\item\shoe\m1_le_029b_0.spr	\image\item\shoe\m1_le_029b.spr	Tiªn c¸o cã lßng, hãa linh c­ìi giã.	±ê×¼ÄĞ¼§Áé×°³È	Ngo¹i trang		1	2	1		1	999				
C¬ Linh Trang	0	110	898	10	0	0	360							1	1	2		\image\item\shoe\m2_le_029b_0.spr	\image\item\shoe\m2_le_029b.spr	Tiªn c¸o cã lßng, hãa linh c­ìi giã.	¿ıÎàÄĞ¼§Áé×°³È	Ngo¹i trang		1	2	1		1	999				
C¬ Linh QuÇn	0	110	899	10	0	0	360							1	2	3		\image\item\shoe\f2_le_029b_0.spr	\image\item\shoe\f2_le_029b.spr	Tiªn c¸o cã lßng, hãa linh c­ìi giã.	ĞÔ¸ĞÅ®¼§Áé×°³È	Ngo¹i trang		1	2	1		1	999				
C¬ Linh QuÇn	0	110	900	10	0	0	360							1	2	4		\image\item\shoe\f1_le_029b_0.spr	\image\item\shoe\f1_le_029b.spr	Tiªn c¸o cã lßng, hãa linh c­ìi giã.	½¿Ğ¡Å®¼§Áé×°³È	Ngo¹i trang		1	2	1		1	999				
Thñ TuÕ TuyÕt Trang	0	110	905	10	0	0	360							1	1	1		\image\item\shoe\±ê×¼ÄĞç­ÔÆ×°b36.spr	\image\item\shoe\±ê×¼ÄĞç­ÔÆ×°b120.spr	Linh d­¬ng treo sõng, kh«ng ®Ó l¹i dÊu vÕt.	±ê×¼ÄĞç­ÔÆ×°b	Ngo¹i trang		1	2	1		1	999				
